대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,6,B,레알 이상한 전파 신호라니까. 어떤 특징이 있어?,레알
,,,,,,,,,,,,7,A,전파 신호가 빛이 한쪽으로만 진동하고 시간이 지나면서 방향이 회전한대.,
,,,,,,,,,,,,8,B,와 이건 신기하다. 그러면 그 전파원은 어떻게 발견됐어?,
,,,,,,,,,,,,9,A,호주 스퀘어 킬로미터 어레이 패스파인더로 발견됐대. 연구팀이 노력한 결과래.,
,,,,,,,,,,,,10,B,연구팀 멋지다! 그러면 다른 망원경으로도 관측해봤어?,
,,,,,,,,,,,,11,A,"응, 가시광 망원경과 파크스 전파망원경으로도 관측했지만 성과 없었대.",
,,,,,,,,,,,,12,B,그래도 마침내 미어캣으로 관측에 성공했네. 미어캣은 뭐지?,
,,,,,,,,,,,,13,A,미어캣은 남아프리카 전파천문대의 전파망원경이래. 성능이 좋아서 성공했나봐.,
,,,,,,,,,,,,14,B,전파원에 대해 더 알게 됐을까?,
,,,,,,,,,,,,15,A,아쉽게도 미어캣으로도 전파원의 정체를 파악하지 못했대. 여전히 미스터리야.,
,,,,,,,,,,,,16,B,앞으로 스퀘어 킬로미터 어레이 전파망원경이 가동되면 더 많은 정보를 얻을 수 있을 것 같아.,
076863,0087,여자,30,0113,남자,30,,,,과학 기술,아이폰,1,A,아이폰15 혁신 없어?,
,,,,,,,,,,,,2,B,ㅇㅋㅇㅋ 아이폰은 매번 그런 거 같아,
,,,,,,,,,,,,3,A,혁신이 뭘까 궁금해,
,,,,,,,,,,,,4,B,사전에서 찾아봄?,
,,,,,,,,,,,,5,A,"응, '묵은 풍속, 관습, 조직, 방법 따위를 완전히 바꾸어서 새롭게 함' 이래",
,,,,,,,,,,,,6,B,그러면 아이폰15에서 혁신 찾기 힘들겠네,
,,,,,,,,,,,,7,A,맞아 아이폰은 계속 같은 문법 유지돼,
,,,,,,,,,,,,8,B,그러면 야구에서도 혁신 없는 거 같아,
,,,,,,,,,,,,9,A,야구에서도 혁신 실종이라는 논쟁이 있더라,
,,,,,,,,,,,,10,B,4할 타자 실종에 대한 거 말하는 거지?,
,,,,,,,,,,,,11,A,맞아 스티븐 제이 굴드의 가설이 종지부였어,
,,,,,,,,,,,,12,B,그러면 굴드의 가설이 뭐였어?,
,,,,,,,,,,,,13,A,굴드는 방대한 야구 통계 분석 결과를 토대로 정리했어,
,,,,,,,,,,,,14,B,그러면 4할 타자 실종에 대한 결론은 뭐임?,
,,,,,,,,,,,,15,A,"결론은 모르겠어, 그냥 궁금해진 거야",
,,,,,,,,,,,,16,B,그래도 혁신 없는 건 좀 아쉬워,
126742,0090,여자,30,0119,남자,30,,,,과학 기술,과학기술,1,A,와 과학기술이 개인의 일상을 어떻게 바꿀 수 있을까?,
,,,,,,,,,,,,2,B,그건 렬루다가 흥미로운 주제야!,렬루
,,,,,,,,,,,,3,A,맞아! 이번에 STRONG KOREA 포럼에서도 그 주제로 이야기했대,
,,,,,,,,,,,,4,B,포럼에서는 어떤 내용을 다뤘어?,
,,,,,,,,,,,,5,A,"과학기술정보통신부장관이 말했는데, 과학기술이 일상을 바꾼다고 해",
,,,,,,,,,,,,6,B,그렇담 어떤 일들이 일어날까?,
,,,,,,,,,,,,7,A,연구개발 예산과 정책들이 펄칠 것이라고 했어,
,,,,,,,,,,,,8,B,과학기술이 비즈니스 시장에도 영향을 미칠까?,
,,,,,,,,,,,,9,A,근데 이번 포럼에는 아마존의 CTO도 참석했대,
,,,,,,,,,,,,10,B,아마존의 CTO가 무슨 주제로 이야기했어?,
,,,,,,,,,,,,11,A,인간 중심의 컴퓨팅 시대에 대해 이야기했대,
,,,,,,,,,,,,12,B,인공지능이 발달하면서 세상이 어떻게 달라지고 있는지 알려줬을까?,
,,,,,,,,,,,,13,A,음성인식 시스템 서비스가 기술중심에서 인간중심의 디바이스로 가고 있다고 했어,
,,,,,,,,,,,,14,B,그럼 우린 어떻게 고객중심의 사고를 해야 해?,
,,,,,,,,,,,,15,A,그건 좋은 질문이야. 우리도 더 고민해봐야겠다,
,,,,,,,,,,,,16,B,마좌 과학기술은 우리의 삶을 크게 바꿀 것 같아,마좌
171987,0016,여자,30,0117,남자,30,,,,과학 기술,디지털 규제법,1,A,와 렬루다가 신박해,렬루다가;신박하다
,,,,,,,,,,,,2,B,뭐가?,
,,,,,,,,,,,,3,A,EU 디지털 규제법이 나왔대,
,,,,,,,,,,,,4,B,디지털 규제법이 뭐임?,
,,,,,,,,,,,,5,A,디지털 시장의 공정경쟁을 위해 만들어진 법이야,
,,,,,,,,,,,,6,B,음.. 디지털 시장의 공정경쟁을 어떻게 확보하려는 거야?,
,,,,,,,,,,,,7,A,게이트키핑 플랫폼 사업자가 법을 위반하면 제재를 받을 수 있게 되었대,
,,,,,,,,,,,,8,B,그러면 게이트키핑 플랫폼 사업자란 무슨 뜻이야?,
,,,,,,,,,,,,9,A,디지털 시장을 지배하는 주요 플랫폼 사업자를 말하는 거야,
,,,,,,,,,,,,10,B,"아하, 글쿠나",글쿠나
,,,,,,,,,,,,11,A,또 불법 콘텐츠 유통을 방지하고 소비자를 보호하기 위한 법도 나왔대,
,,,,,,,,,,,,12,B,디지털 서비스법이 말이야?,
,,,,,,,,,,,,13,A,마좌 DSA라고도 불리는 법이야,마좌
,,,,,,,,,,,,14,B,이런 법들은 어떤 절차를 거쳐서 시행되는 거야?,
,,,,,,,,,,,,15,A,EU 이사회와 의회 간 협상을 통해 도출된 타협안이 최종 법제화될 예정이야,
,,,,,,,,,,,,16,B,2023년 이후에 발효되는거네,
120495,0086,여자,30,0119,남자,30,,,,과학 기술,넥슨게임즈,1,A,오늘 넥슨게임즈 소식 들었어?,
,,,,,,,,,,,,2,B,"응, 뭐 있어?",
,,,,,,,,,,,,3,A,올해에 300여 명 채용한다더라,
,,,,,,,,,,,,4,B,와우내 인력 확보에 열중하는구나,와우내
,,,,,,,,,,,,5,A,ㅇㅋㅇㅋ 신작 개발과 글로벌 시장 진출을 목표로 하고 있대,
,,,,,,,,,,,,6,B,신작은 어떤 게임이야?,
,,,,,,,,,,,,7,A,루트슈터 게임 '퍼스트 디센던트'와 TPS 게임 '베일드 엑스퍼트' 그리고 MMORTS 게임 '갓썸: 클래시 오브 갓'를 개발 중이래,
,,,,,,,,,,,,8,B,해외 시장을 겨냥한 다양한 장르의 신규 IP를 개발하는 건가?,
,,,,,,,,,,,,9,A,마좌 그리고 '야생의 땅: 듀랑고'의 IP를 활용한 '프로젝트 DX'도 준비 중이래,마좌
,,,,,,,,,,,,10,B,넥슨컴퍼니의 대표 IP를 활용한 신작들이 많이 나올 것 같네,
,,,,,,,,,,,,11,A,ㅇㅋㅇㅋ 대형 신작 5종을 동시에 개발하고 있어,
,,,,,,,,,,,,12,B,넥슨게임즈는 인력 확보에 열중하고 있으니까 성장할 수 있을 것 같아,
,,,,,,,,,,,,13,A,지난 해에도 넥슨게임즈는 인원을 많이 늘렸지,
,,,,,,,,,,,,14,B,넥슨게임즈는 넥슨컴퍼니의 핵심 개발사로 자리 잡았다는 소리지,
,,,,,,,,,,,,15,A,올해도 신작투자 및 개발 역량을 강화하기 위해 인력을 많이 채용할 거래,
,,,,,,,,,,,,16,B,넥슨게임즈의 성장을 기대해봐야겠다,
037493,0086,여자,30,0118,남자,30,,,,과학 기술,캐릭터 제작 공모전,1,A,와 이번에 캐릭터 제작 공모전에서 대상 받은 사람이 대박이야!,대박
,,,,,,,,,,,,2,B,레알? 어떤 캐릭터로 수상했어?,레알
,,,,,,,,,,,,3,A,캐릭터 크리에이터 3와 아이클론 7을 사용해서 제작한 3D 캐릭터래.,
,,,,,,,,,,,,4,B,박박이네! 그러면 시상식은 어디서 열렸어?,박박
,,,,,,,,,,,,5,A,다우데이타에서 개최했대. 백석대학교 백재용 교수가 심사위원으로 참여했어.,
,,,,,,,,,,,,6,B,심사하는 것도 꽤나 어려웠을 텐데 대상 수상자는 누구야?,
,,,,,,,,,,,,7,A,일반부 대상은 이승찬이고 학생부 대상은 김고은이래.,
,,,,,,,,,,,,8,B,이승찬과 김고은은 무슨 말을 했어?,
,,,,,,,,,,,,9,A,"이승찬은 전문 분야가 아닌데도 츄라이해서 대상을 받았다며 놀라워했고, 김고은은 캐릭터 크리에이터를 사용해 캐릭터 모델링을 공부할 거라고 했어.",츄라이하다
,,,,,,,,,,,,10,B,수상작들에게는 어떤 상이 주어진 거야?,
,,,,,,,,,,,,11,A,"대상은 200만원, 최우수상은 100만원, 우수상은 50만원, 장려상은 와콤 태블릿이 주어진대.",
,,,,,,,,,,,,12,B,와콤 태블릿까지 주는 거야? 머박이네!,머박
,,,,,,,,,,,,13,A,그래! 그리고 리얼루전은 캐릭터 크리에이터 4와 아이클론 8을 출시할 예정이래.,
,,,,,,,,,,,,14,B,업데이트 제품을 활용한 제2회 캐릭터 제작 공모전도 진행할 거야?,
,,,,,,,,,,,,15,A,맞아 올해 말에 예정되어 있대. 다우데이타 홈페이지에서 수상작들을 확인할 수 있어.,
,,,,,,,,,,,,16,B,와 렬루다가 재밌을 것 같아! 나도 참가해서 수상해보고 싶다.,렬루
124378,0088,남자,30,0160,여자,30,,,,과학 기술,자율주행,1,A,테슬라 이번에도 사고 났대 ㅠㅠ,
,,,,,,,,,,,,2,B,레알? 또 사고가 났어?,레알
,,,,,,,,,,,,3,A,"응, 테슬라랑 GM 둘 다 사고가 많이 나는 것 같아",
,,,,,,,,,,,,4,B,GM도 사고가 나는 거야? 자율주행이 안전하지 않은 건가봐,
,,,,,,,,,,,,5,A,ㅇㅇ GM도 사고가 나서 미 당국의 조사를 받는대,ㅇㅇ
,,,,,,,,,,,,6,B,미 당국이 자율주행에 엄격한 건가봐,
,,,,,,,,,,,,7,A,"응, NHTSA가 GM의 크루즈를 조사하고 있대",
,,,,,,,,,,,,8,B,크루즈가 움직이지 않아 다른 차량을 방해한다는 거지?,
,,,,,,,,,,,,9,A,ㅇㅋㅇㅋ 그리고 갑자기 속도를 늦추면서 충돌 사고도 있었대,
,,,,,,,,,,,,10,B,크루즈 차량이 리콜될 수도 있겠네,
,,,,,,,,,,,,11,A,마좌 이번 조사는 크루즈 차량 242대를 대상으로 한대,마좌
,,,,,,,,,,,,12,B,테슬라도 사고가 많이 나서 조사를 받고 있지?,
,,,,,,,,,,,,13,A,"응, 테슬라도 최소 14건의 충돌사고로 19명이 사망했대",
,,,,,,,,,,,,14,B,렬루다가 안전하지 않은 거네,렬루
,,,,,,,,,,,,15,A,ㅇㅋㅇㅋ 자율주행 업체들은 미 당국이 엄격한 거라고 주장하고 있어,
,,,,,,,,,,,,16,B,자율주행이 발전하는 만큼 안전도 더 강화되어야 할 것 같아,
146541,0006,여자,20,0110,남자,20,0147,여자,20,과학 기술,클라우드 딜리버리 플랫폼,1,A,클라우드 딜리버리 플랫폼이 대세야,
,,,,,,,,,,,,2,B,ㅇㅋㅇㅋ 최근에 많이 성장하고 있지,ㅇㅋ
,,,,,,,,,,,,3,C,클라우드 딜리버리 플랫폼이 뭐임?,
,,,,,,,,,,,,4,A,음식 배달 서비스를 위한 플랫폼이야,
,,,,,,,,,,,,5,B,"아, 그러면 요즘 많이 사용되는 거구나",
,,,,,,,,,,,,6,C,그러면 베스핀글로벌은 무야?,무야
,,,,,,,,,,,,7,A,베스핀글로벌은 클라우드 딜리버리 플랫폼 기업이야,
,,,,,,,,,,,,8,B,그래서 베스핀글로벌이 최근에 마이크로모빌리티 테크기업과 협약을 체결했대,
,,,,,,,,,,,,9,C,마이크로모빌리티 테크기업이 뭐임?,
,,,,,,,,,,,,10,A,작은 교통 수단 기술 기업이야,
,,,,,,,,,,,,11,B,그래서 그 사람들은 베트남에서 공용 전기자전거 사업을 추진하려고 해,
,,,,,,,,,,,,12,C,그린바이크 위드 베트남이라는 거지?,
,,,,,,,,,,,,13,A,맞아 그 프로젝트에 참여하려고 업무 협약을 체결했어,
,,,,,,,,,,,,14,B,베트남에서 스마트시티와 스마트 모빌리티 산업을 발전시키려는 거구나,
,,,,,,,,,,,,15,C,그래서 그 사람들은 중장기적 협력 모델을 개발하고 데이터를 공유할 거야,
,,,,,,,,,,,,16,A,맞아 그리고 베트남 현지화를 위해 결제 시스템과도 결합할 거야,
,,,,,,,,,,,,17,B,베트남에서의 성공을 기대해봐야겠다,
,,,,,,,,,,,,18,C,베트남에서는 핀테크 유니콘 기업인 모모도 함께하나봐,
,,,,,,,,,,,,19,A,ㅇㅋㅇㅋ 그 사람들의 결제 시스템을 활용하려고 해,ㅇㅋ
,,,,,,,,,,,,20,B,베트남에서의 현지화를 위한 좋은 계획이네,
,,,,,,,,,,,,21,C,베스핀글로벌과 지바이크의 협력이 성공하길 바래,
,,,,,,,,,,,,22,A,ㅇㅇ 베트남에서의 성공을 기대해봐야겠다,ㅇㅇ
,,,,,,,,,,,,23,B,"그렇지, 스마트시티와 스마트 모빌리티 산업이 발전하면 좋겠다",
,,,,,,,,,,,,24,C,ㅇㅋㅇㅋ 우리도 그들을 응원해야지,ㅇㅋ
137020,0096,여자,30,0118,남자,30,,,,과학 기술,방사선치료,1,A,와 방사선치료 효과가 레전드네 ㅋㅋ,
,,,,,,,,,,,,2,B,응 그래서 간암 환자들의 생존율이 높아진 거야,
,,,,,,,,,,,,3,A,그래서 방사선치료가 간암 치료의 주역이 되었대,
,,,,,,,,,,,,4,B,맞아 그리고 수술이 어려운 환자들에게도 대안이 되고 있어,
,,,,,,,,,,,,5,A,삼성서울병원에서 연구한 결과에 따르면 방사선치료를 받은 환자들의 생존율이 2005년부터 2017년까지 5%에서 30.1%로 증가했대,
,,,,,,,,,,,,6,B,와 진짜 대단한 발전이네 ㅠㅠ,
,,,,,,,,,,,,7,A,그래서 방사선종양학의 변화와 발전을 연구팀이 발표했대,
,,,,,,,,,,,,8,B,연구팀이 간암 환자들의 데이터를 모은 '삼성서울병원 간세포암 레지스트리'를 바탕으로 분석한 거지?,
,,,,,,,,,,,,9,A,"맞아 그래서 9,312명의 환자를 분석했어",
,,,,,,,,,,,,10,B,글쿠나 그러면 방사선치료를 받은 환자들은 26.8%였구나,글쿠나
,,,,,,,,,,,,11,A,맞아 그 중에서 초기 치료로 방사선치료를 받은 환자들은 469명이었어,
,,,,,,,,,,,,12,B,그러면 초기 치료로 방사선치료를 받은 환자들의 생존율은 어떻게 됐어?,
,,,,,,,,,,,,13,A,"연구팀에 따르면 2005년 당시 진단 환자의 생존율은 0이었는데, 방사선치료를 받은 환자들은 생존율이 높아져서 대단한 변화가 있었대",
,,,,,,,,,,,,14,B,와 레알 대단한 결과네 ㅋㅋ,레알
,,,,,,,,,,,,15,A,맞아 그래서 방사선치료가 간암 치료의 주요한 치료 방법으로 인정받고 있어,
,,,,,,,,,,,,16,B,진짜 대단한 연구 결과야 ㅎㅎ,
126016,0089,여자,30,0113,남자,30,,,,과학 기술,안랩 EDR 2.0,1,A,안랩 EDR 2.0 출시 소식 들음?,
,,,,,,,,,,,,2,B,"응, 들었어! 업그레이드된 기능이 뭐가 있어?",
,,,,,,,,,,,,3,A,MDR 서비스 제공하고 EDR 운영을 도와준대,
,,,,,,,,,,,,4,B,와우내 그러면 보안이 더 강화됐겠네,와우내
,,,,,,,,,,,,5,A,마좌 탐지 기능도 고도화됐어,마좌
,,,,,,,,,,,,6,B,EDR Analyzer로 상세 분석도 가능하다는 거지?,
,,,,,,,,,,,,7,A,ㅇㅋㅇㅋ 맞춤형 정보도 제공해줘,
,,,,,,,,,,,,8,B,안랩의 다른 보안 솔루션과도 연동이 가능하다고 하더라,
,,,,,,,,,,,,9,A,그렇담 고객사 환경에 최적화된 대응이 가능하겠네,
,,,,,,,,,,,,10,B,그리고 MDR 서비스도 제공한다고 들었어,
,,,,,,,,,,,,11,A,맞아 EDR 운영에 어려움을 겪는 고객사들을 위한 서비스래,
,,,,,,,,,,,,12,B,안랩은 항상 고객의 요구를 잘 반영하는 것 같아,
,,,,,,,,,,,,13,A,"응, 그래서 안랩이 신뢰받는 보안 솔루션 업체인 거지",
,,,,,,,,,,,,14,B,마좌 안랩 EDR 2.0은 기대가 크다,마좌
,,,,,,,,,,,,15,A,나도 그렇게 생각해! 보안에 더 안심할 수 있을 것 같아,
,,,,,,,,,,,,16,B,안랩 EDR 2.0을 빨리 사용해보고 싶다,
010171,0063,여자,30,0116,남자,30,,,,과학 기술,인체 세포지도 연구 성과 공개,1,A,뉴스에서 인체 세포지도 연구 성과가 공개되었다고 하던데 그 소식 들었엉?,
,,,,,,,,,,,,2,B,웅. 내가 아침마다 인터넷 신문을 보는데 그 내용이 기사에 실렸더라고.,
,,,,,,,,,,,,3,A,글쿤. 근데 이 인체 세포지도로 뭘 알 수 있다는 거야?,글쿤
,,,,,,,,,,,,4,B,세포가 어떻게 분포하고 다른 장기와 어떻게 상호작용하는지 알 수 있지. 말 그대로 세포 지도를 통해 세포들의 정확한 분포와 역할을 확인할 수 있게 된 거야.,
,,,,,,,,,,,,5,A,짜짜? 누가 이렇게 대단한 연구를 진행한거야?,짜짜
,,,,,,,,,,,,6,B,미국 스탠퍼드대 의대 교수인 마이클 스나이더가 참여한 국제 공동연구팀 HuBMAP 이니셔티브에서 연구했대.,
,,,,,,,,,,,,7,A,"아, 나 그분 누구인지 알아. 연구팀이 인체 세포지도를 어떻게 연구했대?",
,,,,,,,,,,,,8,B,20명의 기증자로부터 소장과 대장을 얻어서 총 8개 영역의 세포를 분석했대.,
,,,,,,,,,,,,9,A,미세한 세포를 분석한다는 거 자체가 불가능하지 않아? 대체 어떤 방법을 사용한 거야?,
,,,,,,,,,,,,10,B,그래서 코덱스라는 분석 기법을 사용해서 각 세포의 분포와 역할을 파악했대.,
,,,,,,,,,,,,11,A,"그렇구낭. 그 코덱스라는 분석 기법에 대해 자세히 알고 싶은데, 설명해줄 수 있엉?",
,,,,,,,,,,,,12,B,특정한 단백질과 결합해서 조직을 반복적으로 염색하는 물질을 사용해 각 세포 유형을 확인하는 방식이얌.,
,,,,,,,,,,,,13,A,"아, 그걸로 더 자세히 확인할 수 있었겠네. 그런 기법을 적용한 거 자체가 너무 신기하다..",
,,,,,,,,,,,,14,B,그칭. 이번에 이과가 열일했더라고ㅋㅋ.,열일
,,,,,,,,,,,,15,A,ㅋㅋ그러게. 인체 세포지도 연구 성과는 어디에 실려있어? 논문으로 따로 만들었겠지?,
,,,,,,,,,,,,16,B,"웅웅. 장, 신장, 태반에 존재하는 세포들의 분포와 역할을 확인한 논문 세 편을 국제학술지 네이처에 발표한 상태야.",
063714,0001,여자,30,0117,남자,30,,,,과학 기술,"광양시, 메타버스 도서관 개관",1,A,"야, 완전 오랜만에 연락한다ㅋ. 요즘 어떻게 지내?",
,,,,,,,,,,,,2,B,나 요즘 준비하고 있는 게 있어서 도서관에서 공부하고 있어ㅜ,
,,,,,,,,,,,,3,A,에구 그렇구나. 힘들겠다. 나도 요즘 도서관 다니는데 ㅋ. 난 좀 특별한 도서관 다님 ㅎㅎ,
,,,,,,,,,,,,4,B,특별한 도서관이라니? 어떤 도서관인데?,
,,,,,,,,,,,,5,A,내가 요즘 가는 도서관은 메타버스 도서관이야 ㅋㅋ,
,,,,,,,,,,,,6,B,와 요즘 메타버스가 많긴 하지만 도서관도 있는지 몰랐어. 어디서 운영하는 거야?,
,,,,,,,,,,,,7,A,"광양시에서 운영하는 메타버스 도서관인데, 요즘 그 재미에 완전 빠졌거든 ㅎㅎ",
,,,,,,,,,,,,8,B,그래? 메타버스 도서관에는 어떤 공간들이 있어?,
,,,,,,,,,,,,9,A,"우선 아바타를 만들어서 입장할 수 있는데, 진짜 도서관 건물처럼 생겼어. 전시관이랑 대강당, 홍보실, 도서 검색대도 있고 광양 도서관 특징이 다 담겨 있는 것 같아.",
,,,,,,,,,,,,10,B,전시관에 전시도 되어 있는 거야?,
,,,,,,,,,,,,11,A,응. 실제 도서관 로비나 전시실에 전시되어 있는 작품들이 전시 돼. 도서관이랑 동일하게 1달에 1번 전시를 할 예정이래.,
,,,,,,,,,,,,12,B,그럼 대강당에서는 어떤 걸 하고 있어?,
,,,,,,,,,,,,13,A,대강당에는 강연이 있는 경우에 동시 시청할 수 있도록 만들어져 있어.,
,,,,,,,,,,,,14,B,와 짜짜 신기하다. 메타버스 도서관에서도 만날 수 있음 좋은데 못 그러니까 나 준비하는 거 끝나면 꼭 보자.,짜짜
,,,,,,,,,,,,15,A,메타버스 도서관에서도 만날 수 있어 ㅎㅎ. 모임방이 있거든. 독서 동아리나 책 관련 모임을 할 때 여기서 화상이나 채팅으로 활용할 수 있어ㅋ.,
,,,,,,,,,,,,16,B,완전 머박이다ㅋㅋ. 나도 머리 식힐 겸 함 이용해볼게! 고마워!,머박
044688,0091,여자,30,0117,남자,30,,,,과학 기술,과학,1,A,과학 책 읽었어?,
,,,,,,,,,,,,2,B,읽었어! 사이언스 픽션이라는 책이야.,
,,,,,,,,,,,,3,A,그 책에는 뭐가 나와?,
,,,,,,,,,,,,4,B,과학적인 근거가 없는 속설들이 많다고 해.,
,,,,,,,,,,,,5,A,레알? 그러면 과학이라고 알려진 것들이 다 거짓말이라는 거야?,레알
,,,,,,,,,,,,6,B,"아니, 그건 아니지. 그냥 일부 속설들이라고 해.",
,,,,,,,,,,,,7,A,글쿠나. 그러면 어떤 속설들이 있는 거야?,글쿠나
,,,,,,,,,,,,8,B,"예를 들면, 파워 포즈가 당신을 대담하게 만들어주지 않는다고 해.",
,,,,,,,,,,,,9,A,레알? 그러면 파워 포즈는 왜 유명한 거야?,레알
,,,,,,,,,,,,10,B,그냥 허구일 뿐이라고 주장하는 거야.,
,,,,,,,,,,,,11,A,"헉, 그러면 다른 속설들은 어떤 거야?",
,,,,,,,,,,,,12,B,잠이 짧다고 수명이 짧아지지 않는다고 해.,
,,,,,,,,,,,,13,A,렬루? 그러면 나는 계속 늦게 자도 괜찮은 거야?,렬루
,,,,,,,,,,,,14,B,그렇대 수명에 큰 영향을 주지 않는다고 하더라.,
,,,,,,,,,,,,15,A,"흐음, 신기하네. 그러면 또 어떤 속설들이 있는 거야?",
,,,,,,,,,,,,16,B,에든버러대에서 인간 지능 관련 연구로 심리학 박사를 받은 저자가 쓴 책이야.,
027694,0079,여자,20,0105,남자,20,,,,과학 기술,과학기술정보통신부,1,A,과학기술정보통신부에서 뭐하는 곳이야?,
,,,,,,,,,,,,2,B,과학기술정보통신부는 과학기술과 정보통신 분야를 관리하는 기관이야.,
,,,,,,,,,,,,3,A,그래서 그 사람들이 경찰청과 무슨 사업을 한다는 거야?,
,,,,,,,,,,,,4,B,과학기술정보통신부와 경찰청은 치안현장 맞춤형 연구개발사업을 공동으로 추진하고 있어. 과학기술을 활용해서 치안 문제를 해결하려는 거야.,
,,,,,,,,,,,,5,A,그래서 연구과제들은 어떤 거야?,
,,,,,,,,,,,,6,B,올해는 인공지능 기술을 활용한 어린이집 폐쇄회로 텔레비전(CCTV)에 대한 연구과제를 지원한대. 아동학대 의심 장면을 빠르게 검색하거나 사이버 공격과 침해사고 간 공통점을 추출하는 기술을 개발할 거야.,
,,,,,,,,,,,,7,A,아동학대 예방과 대응 기술은 렬루다가 필요한 거야.,렬루
,,,,,,,,,,,,8,B,마좌 아동학대 예방과 대응을 위해 아동학대 의심 상황을 빠르게 감지하고 필요한 부분만 검출할 수 있는 분석 시스템을 개발할 거야.,마좌
,,,,,,,,,,,,9,A,그 외에도 어떤 연구과제들이 있어?,
,,,,,,,,,,,,10,B,사이버 안보 침해대응 솔루션 개발과 과학기술을 기반으로 한 다양한 과제들도 진행될 거야. 치안현장의 문제를 해결하는 데에 많은 기여를 할 것 같아.,
,,,,,,,,,,,,11,A,과학기술을 활용한 치안현장의 문제 해결은 국민과 경찰에게 큰 도움이 될 거야.,
,,,,,,,,,,,,12,B,맞아 연구개발을 통해 국민의 치안서비스 만족도를 향상시키고 국가 치안 역량을 강화할 수 있을 거야.,
,,,,,,,,,,,,13,A,과학기술정보통신부와 경찰청의 협력은 꼭 필요한 거야.,
,,,,,,,,,,,,14,B,마좌 이번 치안현장 맞춤형 연구개발사업 착수보고회에서도 협력 방안을 구체적으로 논의할 예정이야.,마좌
,,,,,,,,,,,,15,A,과학치안을 구현하는 데 최선을 다해야겠다.,
,,,,,,,,,,,,16,B,과학기술을 통한 국민 안전 확보를 위해 노력하겠다고 밝혔어.,
128162,0091,여자,30,0113,남자,30,,,,과학 기술,야후 메신저,1,A,야후 메신저 새로운 기능 알았어?,
,,,,,,,,,,,,2,B,"응, 사진과 GIF 공유 기능이 추가됐대!",
,,,,,,,,,,,,3,A,와 멋지다! 사진도 보낼 수 있고 GIF도 보낼 수 있어?,
,,,,,,,,,,,,4,B,그래! 빠르고 쉽게 공유할 수 있어!,
,,,,,,,,,,,,5,A,전송취소도 가능하다고 들었어!,
,,,,,,,,,,,,6,B,레알? 그러면 실수로 보낸 메시지도 취소할 수 있겠네!,레알
,,,,,,,,,,,,7,A,맞아! 그리고 '좋아요'도 표시할 수 있다고 해!,
,,,,,,,,,,,,8,B,와 레알루다가 편리하게 업데이트 됐네!,레알
,,,,,,,,,,,,9,A,그리고 연락처 간 관계를 파악해 단체 대화에 상대를 빠르고 간단하게 추가할 수 있다고 하더라!,
,,,,,,,,,,,,10,B,연락처 추가도 편리하게 되는 거구나!,
,,,,,,,,,,,,11,A,야후 메신저는 무엇보다 빠르고 쉽게 소통할 수 있는 수단을 제공하려고 설계됐대!,
,,,,,,,,,,,,12,B,그래서 야후 메신저가 인기가 많은 거구나!,
,,,,,,,,,,,,13,A,맞아! 앞으로 더 많은 기능이 추가될 거라고 하더라!,
,,,,,,,,,,,,14,B,와 기대되는데! 야후 메신저는 계속 발전할 거야!,
,,,,,,,,,,,,15,A,그래! 야후 메신저를 많이 활용해보자!,
,,,,,,,,,,,,16,B,"응, 야후 메신저로 더 편리하게 소통하자!",
060480,0078,여자,20,0102,남자,20,,,,과학 기술,메타버스,1,A,메타버스 페스티벌 2023 언제 개최되는 거 알아?,
,,,,,,,,,,,,2,B,10월 16일부터 18일까지 서울에서 개최된대!,
,,,,,,,,,,,,3,A,와 메타버스 체험관도 있대! 가보고 싶다ㅋㅋ,
,,,,,,,,,,,,4,B,나도 가고 싶어ㅠㅠ 메타버스 산업이 레전드다는데,
,,,,,,,,,,,,5,A,맞아! 메타버스는 인공지능과 같이 발전하고 있어,
,,,,,,,,,,,,6,B,메타버스 산업이 미래의 트렌드라더라,
,,,,,,,,,,,,7,A,렬루 신기하다ㅋㅋ 메타버스 어워드도 있대!,렬루
,,,,,,,,,,,,8,B,어워드 시상식도 엄청 기대되는데ㅎㅎ,
,,,,,,,,,,,,9,A,메타버스 얼라이언스 네트워킹 데이도 있대!,
,,,,,,,,,,,,10,B,메타버스 관련된 다양한 행사들이 많이 열릴 것 같아,
,,,,,,,,,,,,11,A,메타버스 산업이 국내외에서 큰 주목을 받고 있지,
,,,,,,,,,,,,12,B,맞아! 메타버스는 우리나라의 자랑이야,
,,,,,,,,,,,,13,A,메타버스 산업이 더 발전하면 좋겠다,
,,,,,,,,,,,,14,B,나도 그렇게 생각해! 메타버스의 미래가 기대되는 거야,
,,,,,,,,,,,,15,A,메타버스 페스티벌 2023에 가서 다양한 경험해보자,
,,,,,,,,,,,,16,B,그래! 메타버스의 매력을 느껴보자,
048175,0071,남자,20,0150,여자,20,,,,과학 기술,에머슨 디지털 트윈,1,A,에머슨 디지털 트윈이 H2 이노베이션 어워드에서 우수상을 받았어!,
,,,,,,,,,,,,2,B,와! 레알루다가 레전드다! 에머슨 디지털 트윈이 어떤 기술을 개발했는지 알려줘,레알
