대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,9,A,그래서 FI가 애슬레저 마켓 성장에 중요한 역할을 해!,
,,,,,,,,,,,,10,B,FI가 뭐더라? 몰라서 물어봐도 될까?,
,,,,,,,,,,,,11,A,FI는 패션 산업 투자사야! 애슬레저 마켓에 투자도 많이 해!,
,,,,,,,,,,,,12,B,글쿠나! 그러면 FI랑 파트너십도 중요한 거겠네!,글쿠나
,,,,,,,,,,,,13,A,맞아! FI와 협력하면 밸류체인이 탄탄해질 거야!,
,,,,,,,,,,,,14,B,그렇게 하면 패션업계도 다시 성장할 수 있겠지?,
,,,,,,,,,,,,15,A,그래! 애슬레저 마켓도 더욱 번창할 거야!,
,,,,,,,,,,,,16,B,그러면 우리도 애슬레저 마켓에서 좋은 옷 구매해야지!,
104447,0071,여자,30,0113,남자,30,,,,미용과 패션,팬톤 2023컬러 - 비바 마젠타,1,A,최근 유행하는 비바 마젠타 컬러 들어봤어?,
,,,,,,,,,,,,2,B,팬톤이 올해의 컬러로 선정한 거지? 긍정 에너지와 생동감이 느껴지는 그 색깔!,
,,,,,,,,,,,,3,A,맞아! 이름부터 만세! 같은 느낌의 비바와 붉은빛 마젠타가 합쳐져서 만들어진 컬러라던데,
,,,,,,,,,,,,4,B,이름 해석이 좀 귀엽당 ㅋㅋ,
,,,,,,,,,,,,5,A,그치? 팬톤도 이 색깔을 코로나19로 인한 장기화된 침체와 불확실성을 극복할 수 있는 역동적인 컬러라고 소개했어.,
,,,,,,,,,,,,6,B,그래서인지 요즘 가게나 온라인 쇼핑몰에서 비바 마젠타 아이템들이 넘치는 것 같아. 특히 패션업계에서는 이미 명품 브랜드들이 핫핑크 아이템으로 대박을 치고 있잖아.,
,,,,,,,,,,,,7,A,"ㅇㅇ샤넬이나 알렉산더 맥퀸, 베트멍 같은 브랜드들이 이미 붉은 계통 색상으로 패션쇼를 장식하고 있었어. 이제는 그냥 특별한 날에만 선택하는 색이 아니라 일상에서도 트렌디하게 착용하는 사람들이 많더라고.",
,,,,,,,,,,,,8,B,완전 격공 요즘 꽤 많이 보이더라.,격공
,,,,,,,,,,,,9,A,진짜 눈에도 띄게 긍정적인 에너지를 느낄 수 있는 색깔이야. 나도 얼른 비바 마젠타 아이템 하나 구입해봐야겠다!,
,,,,,,,,,,,,10,B,"오, 꼭 그렇게 해! 활력이 넘치는 비바 마젠타로 올해를 화려하게 장식하자!",
,,,,,,,,,,,,11,A,너도 쇼핑 하는데 같이 갈래?,
,,,,,,,,,,,,12,B,오 흥미돋 나랑 톤 맞는지도 궁금함,흥미돋
,,,,,,,,,,,,13,A,유행은 유행이고 나랑 맞는거는 따로 있어. 패션은 참 신기해,
,,,,,,,,,,,,14,B,ㅋㅋ 그게 패션의 재밌는점 아닐까?,
,,,,,,,,,,,,15,A,암튼. 나는 바빠서 가봐야할 덧. 가기 전에 문자할게,
,,,,,,,,,,,,16,B,ㅇㅋ 톡으로 일정 한 번 맞춰봐.,
005848,0033,여자,20,0109,남자,20,,,,미용과 패션,LED 마스크,1,A,요새 거울 볼 때마다 조금 스트레스야ㅠ,
,,,,,,,,,,,,2,B,응? 갑자기 왜 스트레스야~,
,,,,,,,,,,,,3,A,뭔가 피부가 예전이랑 많이 달라진 것 같아서.,
,,,,,,,,,,,,4,B,그렇구나. 피부가 많이 안좋아졌어?,
,,,,,,,,,,,,5,A,좀 그래.ㅠㅠ 홈케어 할만한 좋은 제품 없을까?,
,,,,,,,,,,,,6,B,나 lg 프라엘 플러스 더마 led 마스크 쓰는데 이거 넘나 좋아!,넘나
,,,,,,,,,,,,7,A,그래? 그거 하루에 몇분정도 하는 건데?,
,,,,,,,,,,,,8,B,별로 길지도 않아. 하루 9분만 투자하면 돼!,
,,,,,,,,,,,,9,A,그렇구나. 근데 너무 무겁지는 않구?,
,,,,,,,,,,,,10,B,"이건 얼굴 크기 딱 맞는 사이즈에, 무게도 240g정도라 넘 부담스럽지도 않아.",
,,,,,,,,,,,,11,A,딱 적당한데? 그럼 사용 방법은 어떻게 돼?,
,,,,,,,,,,,,12,B,세안하구 기초화장품까지 바른 다음에 led 마스크를 쓰면 돼. 엄청 간단하지?,
,,,,,,,,,,,,13,A,"되게 편하다. 나 귀차니즘 엄청 심한 사람인데, 나같은 사람도 잘 쓸 수 있겠어",귀차니즘
,,,,,,,,,,,,14,B,응응. 나도 그런 성격인데 잘 쓰구 있어 ㅋㅋ,
,,,,,,,,,,,,15,A,인별에서 후기도 한번 찾아볼게. 추천 고마워~,인별
,,,,,,,,,,,,16,B,그래. 도움이 되었음 좋겠당!,
061177,0080,여자,20,0107,남자,20,,,,미용과 패션,"TENCEL™, CLO, RED CARPET GREEN DRESS™, 글로벌 디자인 콘테스",1,A,와 이번에 TENCEL과 CLO가 RED CARPET GREEN DRESS와 파트너십을 맺었대!,
,,,,,,,,,,,,2,B,렬루? 그래서 뭐가 어떻게 된 거야?,렬루
,,,,,,,,,,,,3,A,글로벌 디자인 콘테스트에서 우승자를 발표했대. 지홍 벤저민 코일본 태생의 후쿠다 유리코가 여성복 부문에서 우승했어!,
,,,,,,,,,,,,4,B,와 박박이네! 그래서 어떤 디자인이었어?,박박
,,,,,,,,,,,,5,A,지속 가능한 레드카펫 디자인을 했대. 아마 친환경적인 소재를 사용한 거 같아.,
,,,,,,,,,,,,6,B,그럼 TENCEL과 CLO가 관련이 있었던 거야?,
,,,,,,,,,,,,7,A,마좌 TENCE은 친환경적인 소재로 유명하거든. 그래서 RED CARPET GREEN DRESS와 파트너십을 맺은 거야.,마좌
,,,,,,,,,,,,8,B,친환경적인 소재를 사용한 디자인이라니 멋지다!,
,,,,,,,,,,,,9,A,마좌 환경을 생각한 디자인이라서 좋아. 이번에는 후쿠다 유리코가 우승했지만 다른 디자이너들도 대단한 작품을 많이 내놓았어.,마좌
,,,,,,,,,,,,10,B,그래? 다른 우승자들은 어떤 디자인을 했어?,
,,,,,,,,,,,,11,A,"심사위원단이 드레스와 수트 디자인 하나씩을 우승작으로 선정했어. 다양한 스타일의 디자인이었는데, 짜짜 멋있었어!",짜짜
,,,,,,,,,,,,12,B,우와 그러면 다양한 스타일을 볼 수 있었겠다.,
,,,,,,,,,,,,13,A,ㅇㅋㅇㅋ 짜짜 다양한 스타일이었어. 이번에 우승한 후쿠다 유리코의 디자인도 기대되는데.,짜짜
,,,,,,,,,,,,14,B,나도 기대해볼게. 그리고 이번에 TENCEL과 CLO가 파트너십을 맺은 건 좋은 일이야.,
,,,,,,,,,,,,15,A,맞아 친환경적인 소재를 사용한 디자인이 더 많아지면 좋을 것 같아.,
,,,,,,,,,,,,16,B,그렇지. 앞으로도 더 많은 친환경적인 디자인을 기대해봐야겠다!,
259979,0001,남자,20,0148,여자,20,,,,미용과 패션,향수,1,A,와 이번에 구찌에서 새로운 향수를 출시했대,
,,,,,,,,,,,,2,B,짜짜? 어떤 향수야?,짜짜
,,,,,,,,,,,,3,A,"구찌 오 드 퍼퓸, 웨어 마이 하트 비트라는 이름이래",
,,,,,,,,,,,,4,B,웨어 마이 하트 비트? 그 향수는 뭐가 특별한 거야?,
,,,,,,,,,,,,5,A,이 향수는 알코올을 만들 때 탄소를 재활용해서 만들어졌대,
,,,,,,,,,,,,6,B,탄소를 재활용해서? 어떻게 그런 기술이 가능한 거야?,
,,,,,,,,,,,,7,A,란자테크가 개발한 카본 스마트 알코올을 사용하더라고,
,,,,,,,,,,,,8,B,글쿠나. 그러면 그 향수는 환경에 친화적이겠네,글쿠나
,,,,,,,,,,,,9,A,맞아! 미래지향적인 기술을 활용한 향수야,
,,,,,,,,,,,,10,B,그러면 나도 한 번 사봐야겠다. 향도 좋을 것 같아,
,,,,,,,,,,,,11,A,응! 나도 기대돼. 향수는 언제나 좋지,
,,,,,,,,,,,,12,B,맞아. 향수 하나로 분위기도 달라지잖아,
,,,,,,,,,,,,13,A,그렇지! 향기로운 일상을 즐기자,
,,,,,,,,,,,,14,B,그래! 다음에 같이 쇼핑하면서 향수 골라보자,
,,,,,,,,,,,,15,A,좋아~ 그러자,
,,,,,,,,,,,,16,B,그러면 다음에 봐!,
260067,0001,남자,20,0141,여자,20,,,,미용과 패션,세포라 앳 콜스,1,A,와 세포라 앳 콜스 매장 250곳 추가 개설한다는데!,
,,,,,,,,,,,,2,B,짜짜? 머박이다 ㅋㅋ,머박;짜짜
,,,,,,,,,,,,3,A,응! 콜스 코퍼레이션 계획대로 성과가 좋아서 더 개설한다고 하더라,
,,,,,,,,,,,,4,B,세포라 앳 콜스 매장이 많아지니까 뷰티 제품 구매하기 편해지겠다,
,,,,,,,,,,,,5,A,맞아 그래서 나도 이번에는 꼭 가봐야겠어,
,,,,,,,,,,,,6,B,나도 나만의 세포라 앳 콜스 매장에서 쇼핑하고 싶다,
,,,,,,,,,,,,7,A,세포라 앳 콜스 매장은 뷰티 제품도 많이 파는데 옷도 예쁘더라,
,,,,,,,,,,,,8,B,짜짜? 그러면 옷도 구경하면서 뷰티 제품 사야겠다,짜짜
,,,,,,,,,,,,9,A,나도 그래! 한 번에 두 마리 토끼를 잡자,
,,,,,,,,,,,,10,B,맞아 맞아! 그러면 세포라 앳 콜스 매장에서 뷰티 제품과 옷도 한꺼번에 사자,
,,,,,,,,,,,,11,A,나 이번에는 뷰티 제품 대신에 옷을 먼저 사볼까 생각 중이야,
,,,,,,,,,,,,12,B,그래도 킹갓인데 내가 뷰티 제품을 먼저 사는 걸로 해야겠어,킹갓인데
,,,,,,,,,,,,13,A,그러면 나는 옷도 구경하면서 뷰티 제품 추천 받아서 사야겠어,
,,,,,,,,,,,,14,B,좋은 생각이다! 그러면 우리가 같이 가서 쇼핑하자,
,,,,,,,,,,,,15,A,그래! 세포라 앳 콜스 매장에서 함께 쇼핑하면 더 재미있을 것 같아,
,,,,,,,,,,,,16,B,응 맞아! 세포라 앳 콜스 매장에서 함께 신나게 쇼핑하자!,
040895,0088,여자,30,0114,남자,30,,,,미용과 패션,루스티크,1,A,루스티크 제품 어떰?,
,,,,,,,,,,,,2,B,진짜 좋아! 피부에 잘 맞아!,
,,,,,,,,,,,,3,A,피부타입에 따라 어떤 걸 추천해?,
,,,,,,,,,,,,4,B,건성이면 미네랄 솝바 카렌듈라 추천해!,
,,,,,,,,,,,,5,A,미네랄 솝바 카렌듈라는 어떤 성분이 들어가?,
,,,,,,,,,,,,6,B,아마존 화이트 클레이를 사용한 거야!,
,,,,,,,,,,,,7,A,아마존 화이트 클레이는 어떤 효과가 있어?,
,,,,,,,,,,,,8,B,피부를 깨끗하고 밝게 해줘! 자극도 적어!,
,,,,,,,,,,,,9,A,루스티크는 환경에도 좋은 브랜드인가봐,
,,,,,,,,,,,,10,B,"응, 제로웨이스트를 위해 노력하고 있어!",
,,,,,,,,,,,,11,A,루스티크는 다른 제품들도 있어?,
,,,,,,,,,,,,12,B,예! 클렌저 외에도 다양한 제품들이 있어!,
,,,,,,,,,,,,13,A,인별그램이나 웹사이트에서 볼 수 있어?,인별그램;인별
,,,,,,,,,,,,14,B,"응, 공식 인별과 웹사이트가 있어!",인별
,,,,,,,,,,,,15,A,연락처도 알려줄 수 있어?,
,,,,,,,,,,,,16,B,루스티크코리아 이복주 대표에게 문의하면 돼!,
073093,0086,남자,30,0154,여자,30,,,,미용과 패션,슈즈,1,A,헬롱! 최근에 슈즈 업계가 활발하게 움직이고 있대.,헬롱
,,,,,,,,,,,,2,B,렬루? 왜 그런 거야?,렬루
,,,,,,,,,,,,3,A,전통 슈즈 시장이 극심한 불황이라고 해서 그래. O2O 분야가 선호되고 있대.,
,,,,,,,,,,,,4,B,O2O 분야가 뭐임? 잘 모르겠어.,
,,,,,,,,,,,,5,A,O2O는 온라인과 오프라인을 연결하는 거야. 맞춤 신발이나 사이즈 테크 같은 거 말이야.,
,,,,,,,,,,,,6,B,"아하, 그러면 사뿐이나 트라이문 같은 브랜드가 인기가 있겠네.",
,,,,,,,,,,,,7,A,맞아! 사뿐은 유니슨 캐피탈로부터 350억원의 투자를 받았어.,
,,,,,,,,,,,,8,B,와 그렇게 많은 돈을 받았다니 레게노다.,레게노
,,,,,,,,,,,,9,A,그래! 사뿐은 온라인에서 시작해서 오프라인으로도 확장하고 있어.,
,,,,,,,,,,,,10,B,트라이문도 엠서클에 매각했다고 들었어.,
,,,,,,,,,,,,11,A,레알루다가? 대웅그룹의 계열사랑 매각했다는 소리야?,레알
,,,,,,,,,,,,12,B,그렇대. 최근에는 슈즈 업계에서 투자와 인수가 활발하게 이루어지고 있어.,
,,,,,,,,,,,,13,A,그래서 슈즈 업계가 더 활기차게 되는 거구나.,
,,,,,,,,,,,,14,B,맞아! 유통 채널 이동이나 개인화 서비스도 중요해지고 있어.,
,,,,,,,,,,,,15,A,그리고 밀레니얼스와 Z세대의 영향도 커지고 있지.,
,,,,,,,,,,,,16,B,기능성 슈즈와 온라인 셀렉트숍도 인기가 많아지면 좋겠다.,
105629,0077,여자,20,0102,남자,20,,,,미용과 패션,뷰티 박람회,1,A,와 이번에 뷰티 박람회가 엄청 대단하게 열렸다더라,
,,,,,,,,,,,,2,B,렬루? 어디에서 열렸어?,렬루
,,,,,,,,,,,,3,A,이태리 볼로냐에서 열렸어,
,,,,,,,,,,,,4,B,오~ 유럽에서 열리는 박람회라니 레게노다,레게노
,,,,,,,,,,,,5,A,맞아! 유럽에서는 한국 기업들이 인기가 많아졌대,
,,,,,,,,,,,,6,B,한국 기업들이 어떤 제품을 전시했어?,
,,,,,,,,,,,,7,A,"화장품과 미용용품, 그리고 화장품 용기와 라벨 등 다양한 제품들을 전시했대",
,,,,,,,,,,,,8,B,와~ 그러면 한국 기업들은 유럽 시장에서 성공할 수 있을까?,
,,,,,,,,,,,,9,A,그럴 수도 있겠다. 이번 박람회에서는 국내 중소기업들에 대한 반응이 좋았어,
,,,,,,,,,,,,10,B,그렇담 경기도 중소기업들도 좋은 실적을 거뒀겠구나,
,,,,,,,,,,,,11,A,맞아! 경기도 중소기업 10개 사는 이번 박람회에서 278건 1381만달러 규모의 수출 상담 실적을 달성했대,
,,,,,,,,,,,,12,B,와~ 경기도 기업들 레게노다,레게노
,,,,,,,,,,,,13,A,그래! 경기도관에는 우수한 품질 경쟁력을 갖춘 도내 중소기업들이 참여했어,
,,,,,,,,,,,,14,B,그 중에서 어떤 제품들이 인기가 많았어?,
,,,,,,,,,,,,15,A,천연 화장품과 미용 의료기기 등이 큰 관심을 받았대,
,,,,,,,,,,,,16,B,화장품 시장은 짜짜 성장하고 있는 것 같아,짜짜
208322,0000,남자,10,0001,남자,10,,,,미용과 패션,한류 성형,1,A,방탄소년단(BTS)과 영화 '기생충'에 이어 드라마 '오징어게임'이 2021년 그야말로 세계적 한류 신드롬을 일으켰다.,
,,,,,,,,,,,,2,B,오징어게임 레알루다가 대박이었다! 한류 열풍이 또 몰려왔네ㅋㅋ,대박;레알
,,,,,,,,,,,,3,A,맞아! 오징어게임 방영 후에는 슨스와 언론에서 계속 얘기되고 있어.,슨스
,,,,,,,,,,,,4,B,오징어게임 뿐만 아니라 배우들의 의상도 핫이슈가 됐다더라!,
,,,,,,,,,,,,5,A,맞아! 오징어게임의 인기로 한국의 의류 시장도 크게 성장했어.,
,,,,,,,,,,,,6,B,오징어게임 이전부터 한류 열풍으로 외국인들이 우리나라에서 성형수술을 하러 오는 경우가 많았었지.,
,,,,,,,,,,,,7,A,맞아. '한국성형관광'이라고 불리는 현상이 생겼거든.,
,,,,,,,,,,,,8,B,그래서 외국인들이 와서 성형을 많이 한다는 건가?,
,,,,,,,,,,,,9,A,그렇지. 외국인 환자들은 한국의 의료 기술력과 결과에 매우 만족해하고 있어.,
,,,,,,,,,,,,10,B,한국의 성형외과 이미지가 좋아진 것도 맞는 말이지?,
,,,,,,,,,,,,11,A,맞아. 여러 매체의 영향과 K-뷰티 물결 덕분에 한국 성형외과의 이미지가 좋아졌어.,
,,,,,,,,,,,,12,B,"성형공화국이라고 폄하하는 사람들도 있지만, 외국인의 의료관광은 우리 의료기술력을 인정받는 중요한 콘텐츠야.",
,,,,,,,,,,,,13,A,맞아. 오징어게임처럼 한국의 의료업이 코로나 이후 신성장 동력이 될 수 있다고 생각해.,
,,,,,,,,,,,,14,B,그렇게 말하면 좋은 점이 많을 것 같은데!,
,,,,,,,,,,,,15,A,"맞아. 몇 년 전까지만 해도 외국인 환자들이 많이 왔었고, 외국인 의사도 많았어.",
,,,,,,,,,,,,16,B,나도 한국의 의료계의 위생적인 환경과 체계적이고 안전한 수술 시스템에 매우 만족했어.,
072640,0085,여자,30,0120,남자,30,,,,미용과 패션,"H&M, 데님 컬렉션",1,A,충공! 와! H&M이 데님 컬렉션을 출시했대!,충공
,,,,,,,,,,,,2,B,짜짜? 데님 컬렉션은 항상 인기가 많더라,짜짜
,,,,,,,,,,,,3,A,"응, 이번에는 엘렌 맥아더 재단과 같이한 거래",
,,,,,,,,,,,,4,B,엘렌 맥아더 재단? 그게 뭐임?,
,,,,,,,,,,,,5,A,순환 경제를 위해 데님의 디자인과 생산을 다시 생각한 거래,
,,,,,,,,,,,,6,B,순환 경제? 그게 ㅁㅇ?,
,,,,,,,,,,,,7,A,재활용과 재생 가능한 자원을 사용하는 경제 체계야,
,,,,,,,,,,,,8,B,"아, 글쿠나. 그래서 H&M이 그 프로젝트에 참여한 거구나",글쿠나
,,,,,,,,,,,,9,A,마좌 그래서 이번 컬렉션은 순환 경제를 반영한 디자인이래,마좌
,,,,,,,,,,,,10,B,ㄹㅇ? 어떤 스타일로 나왔어?,
,,,,,,,,,,,,11,A,"세 가지 진 스타일과 두 종류의 재킷, 오버 셔츠, 토트백, 버킷햇이 있대",
,,,,,,,,,,,,12,B,와우내 다양한 아이템이네! 컬러는 어떤 거야?,와우내
,,,,,,,,,,,,13,A,"라이트 그레이, 워싱된 블랙, 미드 블루, 짙은 인디고 컬러래",
,,,,,,,,,,,,14,B,음... 근데 왜 데님 제품의 디자인과 생산을 다시 생각하게 됐어?,
,,,,,,,,,,,,15,A,엘렌 맥아더 재단의 Make Fashion Circular initiative 때문이야,
,,,,,,,,,,,,16,B,그러면 이번 컬렉션은 데님의 순환 경제에 대한 목표를 달성하기 위한 거구나,
108112,0079,여자,20,0105,남자,20,,,,미용과 패션,빌리프,1,A,충공! 와! 빌리프가 유럽 시장에 진출했대!,충공
,,,,,,,,,,,,2,B,ㄹㅇ? 오우예 씨몬이네! 유럽에서 인기 많을 것 같아,오우예 씨몬
,,,,,,,,,,,,3,A,맞아! 유럽은 화장품 시장이 크다고 하더라,
,,,,,,,,,,,,4,B,그래서 빌리프가 유럽에서도 인기를 끌 수 있을 거야,
,,,,,,,,,,,,5,A,유럽화장품협회에 따르면 유럽 시장은 전체 화장품 시장의 25%를 차지하고 있대,
,,,,,,,,,,,,6,B,머박이네! 빌리프가 유럽에서도 성공하면 좋겠다,머박
,,,,,,,,,,,,7,A,빌리프는 이미 미국 시장에서도 성공한 것 같아,
,,,,,,,,,,,,8,B,맞아! 미국에서도 좋은 평가를 받았다고 들었어,
,,,,,,,,,,,,9,A,빌리프는 심플하면서도 재치 있는 브랜드 컨셉트를 가지고 있어,
,,,,,,,,,,,,10,B,그래서 많은 사람들이 좋아하는 거구나,
,,,,,,,,,,,,11,A,유럽에 입점한 매장도 600여개라고 하더라,
,,,,,,,,,,,,12,B,충공! 와! 그렇게 많은 곳에서 판매되는 거야?,충공
,,,,,,,,,,,,13,A,"응, 그리고 온라인 스토어에서도 판매하고 있어",
,,,,,,,,,,,,14,B,편리하게 구매할 수 있겠다,
,,,,,,,,,,,,15,A,빌리프가 글로벌 브랜드로서 입지를 더 확고히 할 수 있을 것 같아,
,,,,,,,,,,,,16,B,기대되네! 앞으로도 빌리프의 성공을 응원해야겠다,
260289,0001,남자,20,0141,여자,20,,,,미용과 패션,미용성형수술,1,A,와 세계 각국에서 성형수술이 늘었다는데 ㅋㅋ,
,,,,,,,,,,,,2,B,나도 한 번 생각해봤는데 과연 괜찮을까?,
,,,,,,,,,,,,3,A,나도 잘 모르겠어 ㅠㅠ,
,,,,,,,,,,,,4,B,하지만 이제는 많은 사람들이 하는 것 같아,
,,,,,,,,,,,,5,A,그래도 성형수술은 어디까지나 개인의 선택이지,
,,,,,,,,,,,,6,B,맞아 각자가 행복하게 살아야 해,
,,,,,,,,,,,,7,A,하지만 외모만으로 행복해지기는 힘들어,
,,,,,,,,,,,,8,B,킹치만 미용성형수술을 받으면 자신감이 생기지 않을까?,킹치만
,,,,,,,,,,,,9,A,아마도 그렇긴 할 거야,
,,,,,,,,,,,,10,B,그러면 나도 한 번 생각해봐야겠어,
,,,,,,,,,,,,11,A,꼭 필요한 게 아니라면 신중하게 생각해봐야 해,
,,,,,,,,,,,,12,B,ㅇㅋ 고마워!,ㅇㅋ
,,,,,,,,,,,,13,A,상처를 받을 수도 있으니 조심하자,
,,,,,,,,,,,,14,B,웅웅 미용성형수술은 렬루 신중하게 생각해야겠어,렬루;웅웅
,,,,,,,,,,,,15,A,그렇다면 다른 방법으로도 자신을 사랑할 수 있을 거야,
,,,,,,,,,,,,16,B,맞아 내가 원하는 모습으로 변화할 수 있는 여러가지 방법이 있지,
041860,0088,여자,30,0115,남자,30,,,,미용과 패션,신상품,1,A,이번에 엘칸토가 신상품을 출시했대,
,,,,,,,,,,,,2,B,와 렬루? 어떤 종류의 신상품이야?,렬루
,,,,,,,,,,,,3,A,엘칸토가 올봄 테마로 'SPRING MODERN RESORT'를 정하고 신상품 8종을 출시했대,
,,,,,,,,,,,,4,B,"스프링 모던 리조트라니, 편안하고 트렌디한 스타일일 것 같은데",
,,,,,,,,,,,,5,A,맞아! 어디서나 편안한 늬낌의 ROOSE LOOKS 스타일이래,늬낌
,,,,,,,,,,,,6,B,그러면 신상품 중에서 특히 추천하는 제품이 있어?,
,,,,,,,,,,,,7,A,"20~30대 타깃의 트렌디 슈즈라인 '인텐스'가 메인인데, 디자인 콘셉트에는 #MINIMAL #NATURAL #COMFORT 등이 들어가 있어",
,,,,,,,,,,,,8,B,인텐스라니까 트렌디한 슈즈일 것 같아. 어떤 디테일이 있는지 궁금하다,
,,,,,,,,,,,,9,A,"인텐스의 스프링 컬렉션은 부드럽고 유연한 텍스처 소재를 사용했고, 리본과 주름 등 디테일 포인트도 추가했어",
,,,,,,,,,,,,10,B,부드럽고 유연한 텍스처 소재라니까 착화감이 좋을 것 같아,
,,,,,,,,,,,,11,A,맞아! 발바닥과 직접 접촉하는 가죽 안감도 신규 개발해서 유연함과 가벼움을 더했어,
,,,,,,,,,,,,12,B,여성 제품도 있을까? 어떤 디자인인지 궁금해,
,,,,,,,,,,,,13,A,여성 컬렉션은 다채로운 디자인으로 한층 업그레이드된 시그니처 메리제인 라인과 모던한 로퍼 라인이 있어,
,,,,,,,,,,,,14,B,메리제인 라인과 로퍼 라인 중에서 어떤 제품이 인기가 있을까?,
,,,,,,,,,,,,15,A,"메리제인 라인은 '메리제인 미들힐'과 '메리제인 펌프스' 등이 있고, 로퍼 라인에는 '투웨이 폴딩 로퍼'와 '페니 태슬 로퍼'가 대세래",
,,,,,,,,,,,,16,B,남성 제품은 따로 없어?,
174212,0102,여자,20,0103,남자,20,,,,미용과 패션,무신사,1,A,엠프티에서 옷 사러 갈까? ㅋㅋ,
,,,,,,,,,,,,2,B,그래 그러면 나도 같이 가자! ㅎㅎ,
,,,,,,,,,,,,3,A,어떤 옷이 좋을까? 추천해줄래?,
,,,,,,,,,,,,4,B,나는 트렌디한 스타일 좋아해 ㅎㅎ,
,,,,,,,,,,,,5,A,그러면 캐주얼한 패션으로 골라볼까?,
,,,,,,,,,,,,6,B,좋아 굿굿! 그러면 어떤 브랜드가 있을까?,
,,,,,,,,,,,,7,A,무신사라는 브랜드가 유명하던데 어떰?,어떰
,,,,,,,,,,,,8,B,무신사는 셀렉숍이라니까 특별한 옷이 많을 것 같아!,
,,,,,,,,,,,,9,A,그래 그러면 무신사로 가자! ㅋㅋ,
,,,,,,,,,,,,10,B,알았어 ㅇㅋㅇㅋ 기대돼 ㅎㅎ,ㅇㅋㅇㅋ
,,,,,,,,,,,,11,A,"오늘 오픈한 거 같던데, 레알 많은 사람들이 왔을 것 같아",레알
,,,,,,,,,,,,12,B,그러면 빨리 가서 옷 고르자! 너무 기다려 ㅠㅠ,
,,,,,,,,,,,,13,A,응응! 얼른 나가자! ㅋㅋ,
,,,,,,,,,,,,14,B,가면서 어떤 스타일로 변신할지 생각해보자!,
,,,,,,,,,,,,15,A,그래야지! 나도 더 멋있게 입어야지!,
,,,,,,,,,,,,16,B,완전 동갑내기 같아서 좋아~ 함께 쇼핑하는 거 레알 좋아~,레알
259380,0001,남자,20,0143,여자,20,,,,미용과 패션,피부,1,A,너 피부 관리 어떻게 해?,
,,,,,,,,,,,,2,B,나 피부가 예민하거든 ㅠㅠ,
,,,,,,,,,,,,3,A,그러면 미세플라스틱에 대해서 들어봄,봄
,,,,,,,,,,,,4,B,미세플라스틱? 그게 뭐지?,
,,,,,,,,,,,,5,A,사람의 땀에 있는 지성 구성성분이 미세플라스틱에서 독성 화학물질을 배어나오게 해,
,,,,,,,,,,,,6,B,흠... 그러면 피부에 흡수되는 거야?,
,,,,,,,,,,,,7,A,맞아 피부를 통해 체내로 흡수된다는 연구결과가 나왔어,
,,,,,,,,,,,,8,B,뜨끔... 그러면 피부 관리를 더 신경 써야겠다,
,,,,,,,,,,,,9,A,마좌 천연성분으로 만들어진 화장품을 사용하면 좋을 것 같아,마좌
,,,,,,,,,,,,10,B,"응, 앞으로 더 신경 쓰도록 할게",
,,,,,,,,,,,,11,A,그리고 미세플라스틱이 환경에도 안 좋은 영향을 미친다고 해,
,,,,,,,,,,,,12,B,렬루? 그러면 우리도 더 신경 써야겠다,렬루
,,,,,,,,,,,,13,A,맞아 환경 보호에도 신경 써야 해,
,,,,,,,,,,,,14,B,ㅇㅇ 앞으로 더 신경 쓸게,ㅇㅇ
,,,,,,,,,,,,15,A,그렇게 해야 우리의 피부와 환경이 더 건강해질 거야,
,,,,,,,,,,,,16,B,ㅇㅇ 함께 신경 써서 더 좋은 세상을 만들자,ㅇㅇ
270635,0001,남자,20,0144,여자,20,,,,미용과 패션,화장품,1,A,시코르닷컴 오픈 기념 프로모션 어떰?,어떰
,,,,,,,,,,,,2,B,충공! 와! 무료 배송 혜택과 포인트 2배 적립은 짱갓이네!,충공;짱갓
,,,,,,,,,,,,3,A,"응, 회원 가입하면 3000포인트와 5% 할인 쿠폰도 받을 수 있어",
,,,,,,,,,,,,4,B,"앗, 그러면 미니 크로스백도 받을 수 있는 거지?",
,,,,,,,,,,,,5,A,맞아! 3만·7만원 이상 구매 시 사은품도 풍성하게 준비됐어,
,,,,,,,,,,,,6,B,렬루? 그러면 나도 바로 가입해야겠다!,렬루
,,,,,,,,,,,,7,A,앱을 다운로드하면 1만원 상당의 바우처도 있어,
,,,,,,,,,,,,8,B,오! 그리고 매장에서 핸드크림도 받을 수 있다고!,
,,,,,,,,,,,,9,A,시코르닷컴은 뷰티 커뮤니티도 있어서 소통도 쉬워,
,,,,,,,,,,,,10,B,화장품 후기도 공유할 수 있겠구나,
,,,,,,,,,,,,11,A,맞아! 구매 후 리뷰 작성하면 최대 2800포인트를 지급해줘,
,,,,,,,,,,,,12,B,충공! 와! 참여 혜택이 많아서 좋네,충공
,,,,,,,,,,,,13,A,그리고 다양한 브랜드도 판매하니까 선택지도 많아,
,,,,,,,,,,,,14,B,"브랜드 맥, 나스, 시슬리, 설화수도 판매하나?",
,,,,,,,,,,,,15,A,"응, 그리고 케라스타즈, 르네휘테르, 모로칸오일도 있어",
