대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,8,B,후쿠오카에는 뭐 더 할만한 게 있을까?,
,,,,,,,,,,,,9,A,후쿠오카는 음식도 핫해! 라멘이나 모츠나베를 먹을 수 있어.,핫해
,,,,,,,,,,,,10,B,라멘이나 모츠나베는 맛있는 거 같아!,
,,,,,,,,,,,,11,A,맛집도 많아서 맛있는 음식을 많이 먹을 수 있어!,
,,,,,,,,,,,,12,B,음식도 맛있고 쇼핑도 할 수 있으면 렬루다가 좋겠다!,렬루
,,,,,,,,,,,,13,A,후쿠오카로 여행을 가면 최고의  여행이 될 거야!,
,,,,,,,,,,,,14,B,그래! 일본 여행은 항상 기대돼!,
,,,,,,,,,,,,15,A,그럼 후쿠오카로 가서 멋진 추억을 만들어보자!,
,,,,,,,,,,,,16,B,응! 함께 멋진 여행을 해보자!,
154505,0086,여자,20,0110,남자,20,0145,여자,20,"여행, 관광 및 명소",전라남도명량대첩축제,1,A,와 명량대첩축제 머박이다!,머박
,,,,,,,,,,,,2,B,응응! 외국인들도 많이 왔다고 해!,
,,,,,,,,,,,,3,C,짜짜? 외국인들이 명량대첩에 관심이 있었나봐,짜짜
,,,,,,,,,,,,4,A,그래! 그리고 드론과 불꽃쇼도 엄청 멋있었어,
,,,,,,,,,,,,5,B,레알? 그럼 불꽃쇼는 어땠어?,레알
,,,,,,,,,,,,6,C,불꽃쇼는 짜짜 아름다웠어! 꼭 보고 싶었는데 못갔어ㅠㅠ,짜짜
,,,,,,,,,,,,7,A,아쉽네ㅠㅠ 그런데 이번에는 XR이머시브 미디어 해전도 있었대!,
,,,,,,,,,,,,8,B,XR이머시브 미디어 해전? 그게 뭐임?,
,,,,,,,,,,,,9,C,아나모픽 3D 영상을 커브드 스크린에서 볼 수 있는거야! 진짜 실감나더라고!,
,,,,,,,,,,,,10,A,와 머박이다! 그럼 관람객들은 엄청 탄성을 질렀겠다ㅋㅋ,머박
,,,,,,,,,,,,11,B,노브레인 밴드의 공연도 있었대! 열정적인 락스피릿을 보여줬어!,
,,,,,,,,,,,,12,C,와 ㄹㅇ? 그럼 분위기도 엄청 뜨거웠겠다!,ㄹㅇ
,,,,,,,,,,,,13,A,응응! 그리고 이순신 장군과 명나라 진린 장군 후손들도 참석했대!,
,,,,,,,,,,,,14,B,레알? 그럼 명량대첩의 역사적인 의미를 더욱 강조한거야,레알
,,,,,,,,,,,,15,C,맞아! 외국인들도 명량대첩의 승리 순간을 함께할 수 있어서 좋았을 것 같아,
,,,,,,,,,,,,16,A,그래! 명량대첩축제는 짜짜 글로벌 역사문화축제로 성장할 수 있을 것 같아,짜짜
,,,,,,,,,,,,17,B,그럼 앞으로 더 많은 사람들이 명량대첩축제를 찾을 거야!,
,,,,,,,,,,,,18,C,그렇지! 다음에는 꼭 가봐야겠다!,
,,,,,,,,,,,,19,A,나도 그래! 명량대첩축제 레알루다가 박박이었어!,박박;레알
,,,,,,,,,,,,20,B,그래! 다음에는 같이 가자!,
,,,,,,,,,,,,21,C,굿굿! 그럼 다음에 명량대첩축제에서 봐!,
,,,,,,,,,,,,22,A,ㅇㅋㅇㅋ 그때까지 기다려!,ㅇㅋ
,,,,,,,,,,,,23,B,그럼 그때까지 건강하자!,
,,,,,,,,,,,,24,C,응응! 건강하자! 그럼 빠이~,
227149,0000,남자,10,0000,남자,10,,,,"여행, 관광 및 명소",트립닷컴,1,A,트립닷컴 할인 프로모션 어떰?,
,,,,,,,,,,,,2,B,너무 굿굿! 최대 65% 할인이라니!,
,,,,,,,,,,,,3,A,전국 56개 호텔에서 할인이 진행돼!,
,,,,,,,,,,,,4,B,"서울, 인천, 경기부터 제주, 강원까지 다양하게 할인되는구나",
,,,,,,,,,,,,5,A,그리고 11일부터 17일까지 진행되는거야,
,,,,,,,,,,,,6,B,"날짜도 괜찮은데, 호텔마다 숙박 기간이 달라서 확인해야겠다",
,,,,,,,,,,,,7,A,트립닷컴 앱과 웹사이트에서 동시에 할인 프로모션을 확인할 수 있어,
,,,,,,,,,,,,8,B,편리하네. 그러면 할인율과 특별 혜택도 확인할 수 있겠지?,
,,,,,,,,,,,,9,A,마좌 프로모션 페이지를 클릭하면 자세한 정보를 확인할 수 있어,마좌
,,,,,,,,,,,,10,B,그럼 할인 프로모션 중에서 대표 호텔은 어디인데?,
,,,,,,,,,,,,11,A,지역 별로 6곳이 선정됐어. 제주도에는 메리어트관 제주신화월드 호텔&리조트도 있어,
,,,,,,,,,,,,12,B,제주도에서는 메리어트관 제주신화월드가 최고의 휴양지로 유명하잖아,
,,,,,,,,,,,,13,A,마좌 접근성도 좋고 랜드마크와도 가까워서 인기가 많아,마좌
,,,,,,,,,,,,14,B,다른 지역에도 좋은 호텔들이 많이 있을 것 같아,
,,,,,,,,,,,,15,A,마좌 다양한 지역에서 호캉스를 즐길 수 있어,마좌
,,,,,,,,,,,,16,B,트립닷컴 렬루 박박이다! 할인 프로모션으로 다양한 호텔에서 힐링하러 가야지,박박;렬루
024183,0081,여자,20,0110,남자,20,,,,"여행, 관광 및 명소",리버버스,1,A,리버버스를 알아?,
,,,,,,,,,,,,2,B,응! 한강에서 운영되는 배인데 맞지?,
,,,,,,,,,,,,3,A,그래! 영국 런던에서도 리버버스가 있는데,
,,,,,,,,,,,,4,B,레알? 런던에서도 인기가 많이 있나?,레알
,,,,,,,,,,,,5,A,응! 4개 노선에서 연간 1040만명이 이용한대,
,,,,,,,,,,,,6,B,와! 레게노네. 서울에서도 인기 많을 것 같아,레게노
,,,,,,,,,,,,7,A,근데 서울 리버버스는 접근하기 어렵다는 지적이 나왔어,
,,,,,,,,,,,,8,B,김포골드라인 혼잡 완화에도 도움이 안 되는 건가?,
,,,,,,,,,,,,9,A,맞아. 김포골드라인 고촌역까지 가는 게 어렵대,
,,,,,,,,,,,,10,B,그럼 선착장 주변에 다른 교통수단을 강구해야겠네,
,,,,,,,,,,,,11,A,서울시는 공공자전거 주차장과 PM 시설을 설치할 계획이래,
,,,,,,,,,,,,12,B,그리고 리버버스 이용요금도 다른 대중교통과 연동되도록 해야겠다,
,,,,,,,,,,,,13,A,맞아. 버스나 지하철과 같은 교통카드로 결제하고 환승할인도 가능하게,
,,,,,,,,,,,,14,B,리버버스가 안정적으로 운영되려면 좋은 인프라가 필요하겠다,
,,,,,,,,,,,,15,A,그래서 서울시는 리버버스 운영과 환경친화적 선박 보급에 관한 조례를 만들 계획이래,
,,,,,,,,,,,,16,B,좋은 계획이네. 리버버스가 서울시의 대표적인 수상 교통수단이 될 수 있을 것 같아,
205772,0000,남자,10,0001,여자,20,,,,"여행, 관광 및 명소",레지던스,1,A,6월에 횡성에 있는 레지던스에 다녀온 후기 찐다.,다녀온 후기 찐다
,,,,,,,,,,,,2,B,와 레지던스에서 뭘 했어?,
,,,,,,,,,,,,3,A,"레지던스는 자작나무 가문비나무를 등지고 있었는데, 레알루다가 아름답고 고요했어.",레알
,,,,,,,,,,,,4,B,와 그럼 거기서 편안하게 생활했겠다.,
,,,,,,,,,,,,5,A,마당에는 그네처럼 매달린 흔들의자도 있어서 편안하게 앉아볼 수 있었어.,
,,,,,,,,,,,,6,B,그러면 작가가 사용할 수 있는 방도 있었겠지?,
,,,,,,,,,,,,7,A,"응, 본채에는 작가가 사용할 수 있는 방이 두 개 있었고, 별채도 있었어.",
,,,,,,,,,,,,8,B,별채는 어떤 모습이었어?,
,,,,,,,,,,,,9,A,별채는 독립형 작은 독채였어. 자작나무 사이에 있는 세 채 중 하나였어.,
,,,,,,,,,,,,10,B,그래서 이 레지던스를 알게 된 건 어떻게 됐어?,
,,,,,,,,,,,,11,A,우연히 동화작가가 추천해준 거야. '예버덩 문학의 집'이라는 이름의 레지던스래.,
,,,,,,,,,,,,12,B,동화작가가 추천한 만큼 분위기가 좋은 곳이었겠다.,
,,,,,,,,,,,,13,A,"응, 그래서 그곳에서 장편 동화 한 편을 완성했어.",
,,,,,,,,,,,,14,B,와우내 대단내! 그런 분위기에서 글을 쓸 수 있었던 건 부러워.,와우내;대단내
,,,,,,,,,,,,15,A,ㅇㅋㅇㅋ 집중해서 글을 쓸 수 있는 조건이 충분했거든.,ㅇㅋ
,,,,,,,,,,,,16,B,렬루다가 좋은 경험이었겠다. 다음에도 레지던스에 가보고 싶어!,렬루
227012,0000,남자,10,0001,여자,20,,,,"여행, 관광 및 명소",유나이티드항공,1,A,유나이티드항공에서 여행 욕구를 알아냈어 ㄷㄷ,
,,,,,,,,,,,,2,B,어떻게 알아차렸어? ㅋㅋ,
,,,,,,,,,,,,3,A,유나이티드항공의 동아시아시장 운영 현황과 장점을 조사해봤어,
,,,,,,,,,,,,4,B,와 머단해! 그 장점이 뭐임?,머단하다
,,,,,,,,,,,,5,A,"바로 가면 바보, 거쳐 가면 프로 여행러래 ㅋㅋ",
,,,,,,,,,,,,6,B,와 렬루다가? 그럼 거치는 거 어떻게 하면 돼?,렬루
,,,,,,,,,,,,7,A,유나이티드항공의 'Stop over'라는 서비스를 이용하면 돼,
,,,,,,,,,,,,8,B,Stop over라는 게 뭐지? 좀 자세히 알려줘,
,,,,,,,,,,,,9,A,24시간 이내에 즐길 수 있는 서비스야. 짧게는 Layover도 있어,
,,,,,,,,,,,,10,B,와 그거 굉장하네! 어떻게 이용하면 돼?,
,,,,,,,,,,,,11,A,유나이티드항공을 이용할 때 북미 지역을 여행하면 Stop over 서비스를 간과하면 안 돼,
,,,,,,,,,,,,12,B,Stop over 서비스 빼놓으면 안 되겠다! 감사해 ㅠㅠ,
,,,,,,,,,,,,13,A,유나이티드항공의 Stop over 서비스 외에도 다른 좋은 서비스가 있어,
,,,,,,,,,,,,14,B,너무 기대돼! 북극성도 볼 수 있다는데 어떤 서비스인데?,
,,,,,,,,,,,,15,A,북극성을 보기 위해 유나이티드항공의 United Polaris business class를 체험해봤어,
,,,,,,,,,,,,16,B,와 대단내! 짜짜 좋은 경험이었겠다. 나도 빨리 유나이티드항공 이용해봐야겠어!,짜짜;대단내
187602,0000,남자,10,0000,남자,10,,,,"여행, 관광 및 명소",도보 관광,1,A,헬롱! 청와대 도보 관광 코스 얘기해볼래?,
,,,,,,,,,,,,2,B,"응, 좋아! 어떤 코스가 있어?",
,,,,,,,,,,,,3,A,조선 왕실 체험하는 코스가 있는데 왕 의상체험도 할 수 있대,
,,,,,,,,,,,,4,B,와! 왕 의상체험은 레알 재밌겠다ㅋㅋ,레알
,,,,,,,,,,,,5,A,그리고 국립고궁박물관도 들를 수 있어,
,,,,,,,,,,,,6,B,까꿍! 박물관에서 역사 배울 수 있겠다ㅎㅎ,
,,,,,,,,,,,,7,A,그리고 서촌에서는 서민들의 의식주를 따라 시장과 여관을 둘러볼 수 있어,
,,,,,,,,,,,,8,B,음식도 맛있을 것 같다! 꼭 가고 싶다ㅠㅠ,
,,,,,,,,,,,,9,A,북촌에는 근현대 건축물을 감상할 수 있는 코스도 있어,
,,,,,,,,,,,,10,B,그럼 북촌에서 사진도 찍을 수 있겠다! 기대돼!,
,,,,,,,,,,,,11,A,그래! 케이(K)-컬처도 만날 수 있는 시간여행도 있어,
,,,,,,,,,,,,12,B,시간여행이라니! 렬루다가 신기하다ㅋㅋ,렬루
,,,,,,,,,,,,13,A,청와대 도보 관광 코스 레알 다양하고 매력적이지 않니?,레알
,,,,,,,,,,,,14,B,응! 언제 가야 할지 고민이 돼ㅎㅎ,
,,,,,,,,,,,,15,A,그렇지! 코스는 향후 변동 가능성 있으니까 주의해야해,
,,,,,,,,,,,,16,B,알겠어! 고마워! 청와대 도보 관광 코스 꼭 가보고 싶어!,
160983,0091,남자,30,0152,여자,30,0114,남자,30,"여행, 관광 및 명소",도시 숲,1,A,도시 숲 레쭈고!,레쭈고
,,,,,,,,,,,,2,B,좋은 생각이야! 어디로 갈까?,
,,,,,,,,,,,,3,C,전남도에 있는 도시 숲이 인기있어.,
,,,,,,,,,,,,4,A,짜짜? 어떤 도시 숲이 좋아?,짜짜
,,,,,,,,,,,,5,B,순천시의 동천변 그린웨이 도시 숲이 최우수상을 받았대.,
,,,,,,,,,,,,6,C,그곳은 아름다운 경관과 힐링을 제공해.,
,,,,,,,,,,,,7,A,그럼 순천시로 가볼까?,
,,,,,,,,,,,,8,B,굿굿! 언제 갈까?,
,,,,,,,,,,,,9,C,날씨가 좋을 때가 가장 좋아.,
,,,,,,,,,,,,10,A,ㅇㅋㅇㅋ 날씨를 확인해보자.,ㅇㅋ
,,,,,,,,,,,,11,B,그러면 다음 주에 가자!,
,,,,,,,,,,,,12,C,쭈아 기대돼!,쭈아
,,,,,,,,,,,,13,A,순천시 외에도 다른 도시 숲도 가보고 싶어.,
,,,,,,,,,,,,14,B,여수시에도 좋은 도시 숲이 있어.,
,,,,,,,,,,,,15,C,여수시의 舊덕양역 폐선부지 미세먼지차단숲이 우수상을 받았어.,
,,,,,,,,,,,,16,A,미세먼지 차단까지 하는 도시 숲이라니 레게노다.,레게노
,,,,,,,,,,,,17,B,ㅇㅋㅇㅋ 도시 숲은 우리 건강에도 좋은 영향을 줘.,ㅇㅋ
,,,,,,,,,,,,18,C,마좌 도시 숲은 힐링 명소로 핫해.,마좌;핫해
,,,,,,,,,,,,19,A,그럼 여수시도 레쭈고!,레쭈고
,,,,,,,,,,,,20,B,굿굿 순천시 다녀오고 여수시로 가자.,
,,,,,,,,,,,,21,C,그렇게 하면 두 도시를 한 번에 즐길 수 있어.,
,,,,,,,,,,,,22,A,너무 기대돼!,
,,,,,,,,,,,,23,B,함께 가서 즐거운 시간 보내자!,
,,,,,,,,,,,,24,C,웅웅 함께 가서 즐거운 추억 만들자!,
165753,0095,여자,30,0118,남자,30,,,,"여행, 관광 및 명소",여행이 부르는 노래,1,A,와! 이번에 출간된 책 어떰?,
,,,,,,,,,,,,2,B,짜짜 박박이야! 여행과 음악을 함께 즐길 수 있어!,박박;짜짜
,,,,,,,,,,,,3,A,그래? 어떤 여행지가 나와?,
,,,,,,,,,,,,4,B,"캐나다, 유럽, 베트남, 티베트, 영국, 스칸디나비아, 일본 등 다양한 곳을 다녀왔대!",
,,,,,,,,,,,,5,A,머박! 렬루다가 다양한 곳을 다녀왔구나!,머박;렬루
,,,,,,,,,,,,6,B,응! 그리고 여행지마다 플레이리스트도 있어!,
,,,,,,,,,,,,7,A,짜짜? 그럼 어떤 노래들이 있는데?,짜짜
,,,,,,,,,,,,8,B,여행지마다 그곳의 음악을 담은 노래들이야. 짜짜 분위기가 잘 맞아!,짜짜
,,,,,,,,,,,,9,A,그래? 그럼 어떤 장르의 음악들이 있는데?,
,,,,,,,,,,,,10,B,"팝, 록, 재즈, 클래식 등 다양한 장르의 음악들이 있어!",
,,,,,,,,,,,,11,A,와! 렬루 다양한 음악들이구나!,렬루
,,,,,,,,,,,,12,B,응! 그리고 이 책은 저자의 개인적인 취향이 담겨있지만 누구나 공감할 수 있는 여행의 설렘을 담고 있어!,
,,,,,,,,,,,,13,A,글쿠나! 나도 이번에 책을 사봐야겠어!,글쿠나
,,,,,,,,,,,,14,B,레알루다가 추천해! 너도 여행과 음악을 함께 즐길 수 있을 거야!,레알
,,,,,,,,,,,,15,A,그럼 나도 지금 바로 사러 갈게!,
,,,,,,,,,,,,16,B,잘 가서 즐거운 여행과 음악을 즐겨!,
190833,0000,남자,10,0001,여자,20,,,,"여행, 관광 및 명소",좌구산 자연휴양림,1,A,아 집에만 있기 너무 지루해 ㅠㅠ,
,,,,,,,,,,,,2,B,그렇다면 좌구산 자연휴양림에 가보는 건 ㅇㄸ?,ㅇㄸ
,,,,,,,,,,,,3,A,좌구산 자연휴양림이 어디에 있어?,
,,,,,,,,,,,,4,B,충북 증평군 증평읍에 위치해.,
,,,,,,,,,,,,5,A,아 몰랐어. 그럼 거기에서 뭐 할 수 있어?,
,,,,,,,,,,,,6,B,"산책하고 명상하기도 좋고, 꽃차 마셔보는 것도 추천해!",
,,,,,,,,,,,,7,A,그럼 놀 거리가 많은 곳이구나. 어떤 프로그램이 있어?,
,,,,,,,,,,,,8,B,"산림 치유, 공예 체험 등 다양한 프로그램이 있어!",
,,,,,,,,,,,,9,A,프로그램 이용하려면 예약을 해야 하나요?,
,,,,,,,,,,,,10,B,"응, 예약은 필수이고 16시 30분까지 입장해야 해.",
,,,,,,,,,,,,11,A,휴양림에서 시간 보내면 마음이 편안해지겠다.,
,,,,,,,,,,,,12,B,맞아! 숲 속에서 스트레스를 풀고 힐링해봐.,
,,,,,,,,,,,,13,A,그렇게 하면 마음의 채도가 높아질 것 같아.,
,,,,,,,,,,,,14,B,그럼 좌구산 자연휴양림은 좋은 선택이야!,
,,,,,,,,,,,,15,A,레알루다가 고마워! 내일 바로 GBJG!,레알;GBJG
,,,,,,,,,,,,16,B,굿굿! 내일은 좌구산 자연휴양림에서 만나자!,
093267,0105,남자,30,0157,여자,30,,,,"여행, 관광 및 명소",근로자 휴가지원사업,1,A,근로자 휴가지원사업 참여하자!,
,,,,,,,,,,,,2,B,휴가비 지원해주는 거지?,
,,,,,,,,,,,,3,A,응! 근로자가 20만 원 적립하면 기업과 정부에서 20만 원 추가 적립해줘!,
,,,,,,,,,,,,4,B,와! 그럼 총 40만 원의 국내여행 경비를 마련할 수 있겠다!,
,,,,,,,,,,,,5,A,맞아! 근로자 휴가지원사업은 삶의 질 향상을 위한 좋은 제도야.,
,,,,,,,,,,,,6,B,그럼 참여 대상은 누구야?,
,,,,,,,,,,,,7,A,"중소기업, 중견기업, 소상공인, 비영리민간단체, 사회복지법인, 시설 근로자가 대상이야.",
,,,,,,,,,,,,8,B,소상공인과 사회복지법인에서는 대표도 참여할 수 있구나.,
,,,,,,,,,,,,9,A,맞아! 참여 모집은 2일부터 시작돼. 기업단위로 선착순 모집하니까 빨리 신청해야 해!,
,,,,,,,,,,,,10,B,어떻게 신청하면 되는 거야?,
,,,,,,,,,,,,11,A,근로자 휴가지원사업 누리집에서 신청할 수 있어. vacation.visitkorea.or.kr로 가봐!,
,,,,,,,,,,,,12,B,참여근로자 9만 명에 대한 지원예산 소진 시까지 모집한다고 하네.,
,,,,,,,,,,,,13,A,그래! 국내여행경비 40만 원은 휴가샵과 모바일 앱에서 사용 가능해.,
,,,,,,,,,,,,14,B,휴가샵에서 포인트를 적립하면 되는 거지?,
,,,,,,,,,,,,15,A,맞아! 올해 12월 29일까지 사용할 수 있어.,
,,,,,,,,,,,,16,B,너무 좋은 제도네! 나도 근로자 휴가지원사업에 참여해야겠어!,
160774,0091,남자,30,0156,여자,30,0115,남자,30,"여행, 관광 및 명소",합천운석충돌구,1,A,와! 합천운석충돌구 관련 기사 봤음?,
,,,,,,,,,,,,2,B,응! 합천군이 세계적 지질테마공원으로 만들기 위한 발전방안을 발표했대,
,,,,,,,,,,,,3,C,레알? 그럼 합천운석충돌구가 핫해질 것 같아,레알;핫해
,,,,,,,,,,,,4,A,맞아! 5만 년 전에 구석기인이 사는데 운석이 떨어져서 충돌구가 생겼대,
,,,,,,,,,,,,5,B,"운석이 직경 7km, 수백 m 깊이의 충돌구를 만들었대",
,,,,,,,,,,,,6,C,와~ 대단내! 그럼 운석이 떨어진 반경 50km는 초토화됐을 거야,대단내
,,,,,,,,,,,,7,A,맞아! 멀리 200km까지도 열폭풍이 몰아쳤을 거야,
,,,,,,,,,,,,8,B,합천운석충돌구는 전세계에서 200여 개 중 하나래,
,,,,,,,,,,,,9,C,그럼 동아시아에서는 중국의 슈엔 충돌구 이후 두 번째래,
,,,,,,,,,,,,10,A,합천군은 운석충돌구를 세계적 운석테마 관광지로 육성할 거래,
,,,,,,,,,,,,11,B,짜짜 기대되는데! 언제쯤 가볼까?,짜짜
,,,,,,,,,,,,12,C,나도 가보고 싶어! 합천운석충돌구에서 사진 찍으면 멋질 것 같아,
,,,,,,,,,,,,13,A,그래! 운석충돌구에서 사진 찍으면 인스타에 올려야지,
,,,,,,,,,,,,14,B,그럼 운석충돌구에서 뭐 먹을까? 합천 음식도 맛있을 것 같은데,
,,,,,,,,,,,,15,C,맞아! 합천 음식도 먹으면서 여행하면 완내스야,완내스
,,,,,,,,,,,,16,A,합천운석충돌구에서는 어떤 활동을 할 수 있을까?,
,,,,,,,,,,,,17,B,아마도 관광객들을 위한 다양한 체험 프로그램이 있을 거야,
,,,,,,,,,,,,18,C,그럼 운석충돌구에서 캠핑도 할 수 있을까?,
,,,,,,,,,,,,19,A,아마도 가능하지 않을까? 캠핑하면서 별을 볼 수 있을 것 같아,
,,,,,,,,,,,,20,B,그럼 운석충돌구에서 밤에 별빛 투어도 할 수 있을까?,
,,,,,,,,,,,,21,C,그럼 레알 멋진 경험이 될 것 같아,레알
,,,,,,,,,,,,22,A,합천운석충돌구에서는 어떤 기념품을 사올까?,
,,,,,,,,,,,,23,B,아마도 운석충돌구 관련 기념품이 있을 거야,
,,,,,,,,,,,,24,C,그럼 기념품 사면서 합천운석충돌구를 기억할 수 있겠네,
227187,0000,남자,10,0000,남자,10,,,,"여행, 관광 및 명소",시니어,1,A,시니어 여행에 대해 들어봄?,
,,,,,,,,,,,,2,B,"응, 요즘 시니어 여행이 인기더라",
,,,,,,,,,,,,3,A,시니어 인구가 계속 증가하니까 그래,
,,,,,,,,,,,,4,B,맞아 시니어층은 건강하고 경제력도 좋아서 여행하기 좋아,
,,,,,,,,,,,,5,A,막강한 주요 소비층이 됐다는 말이지,
,,,,,,,,,,,,6,B,그래서 관광산업도 시니어에 주목하고 있대,
,,,,,,,,,,,,7,A,투어고인사이트에서 시니어 여행에 대한 보고서를 발간했더라,
,,,,,,,,,,,,8,B,어떤 내용이었어?,
,,,,,,,,,,,,9,A,지금 65세 이상 고령인구가 18.4%인데 2025년엔 20.6%로 늘어날 거래,
,,,,,,,,,,,,10,B,급상승했네.. 초고령 사회가 될 수도 있겠다,
,,,,,,,,,,,,11,A,그래서 시니어 여행에 대한 관심도 높아져,
,,,,,,,,,,,,12,B,시니어층은 경제적 능력도 좋고 시간적 여유도 있으니까 여행하기 좋을텐데,
,,,,,,,,,,,,13,A,"응, 그리고 관광시장에서 시니어층에 대한 새로운 시각도 필요하다고 해",
,,,,,,,,,,,,14,B,뉴노멀시대에 맞춰서 준비해야겠지,
,,,,,,,,,,,,15,A,그래야 더 많은 시니어들이 여행을 즐길 거야,
,,,,,,,,,,,,16,B,시니어 여행이 더 활성화되면 좋겠다,
032630,0085,남자,20,0146,여자,20,,,,"여행, 관광 및 명소",코타키나발루,1,A,와! 코타키나발루 여행지 추천해줄게!,
,,,,,,,,,,,,2,B,오! 짜짜? 어떤 곳이 좋아?,짜짜
,,,,,,,,,,,,3,A,더 루마 호텔이랑 프로미네이드 호텔이 인기있어!,
,,,,,,,,,,,,4,B,더 루마 호텔은 어떤 곳이야?,
,,,,,,,,,,,,5,A,더 루마 호텔은 코타키나발루 도심에 위치해!,
,,,,,,,,,,,,6,B,아! 근처에 관광 명소도 많이 있겠네!,
,,,,,,,,,,,,7,A,맞아! 탄중아루 해변이나 시립 모스크도 가볼만해!,
,,,,,,,,,,,,8,B,프로미네이드 호텔은 어떰?,
,,,,,,,,,,,,9,A,프로미네이드 호텔은 비즈니스 호텔이래!,
,,,,,,,,,,,,10,B,비즈니스와 쇼핑도 할 수 있는 곳이구나!,
,,,,,,,,,,,,11,A,맞아! 탄중아루 해변이 가까워서 여러모로 편해!,
,,,,,,,,,,,,12,B,다른 곳은 ㅇㄸ? 리조트도 있을까?,
,,,,,,,,,,,,13,A,샹그릴라 라사 리아 리조트 & 스파가 있어!,
,,,,,,,,,,,,14,B,리조트에서 휴식을 취하면서 여행을 즐길 수 있겠네!,
,,,,,,,,,,,,15,A,맞아! 더 힐링할 수 있는 분가 라야 아일랜드 리조트도 있어!,
,,,,,,,,,,,,16,B,분가 라야 아일랜드 리조트에서 자연 속에서 힐링하고 싶어!,
062570,0016,여자,30,0119,남자,30,,,,"여행, 관광 및 명소",울릉도 카셰어링 서비스,1,A,요즘 날씨가 넘나 좋아,넘나
,,,,,,,,,,,,2,B,맞아. 인별보니 여행가는 사람도 많더라,인별
,,,,,,,,,,,,3,A,나도 여행 가고 싶다.ㅠ,
,,,,,,,,,,,,4,B,시간 날 때 여행 다녀와!,
,,,,,,,,,,,,5,A,"응. 바다보러 가고 싶은데, 어디 바다가 예쁠까?",
,,,,,,,,,,,,6,B,울릉도 어때? 나 가서 다이빙도 하고 왔어.,
,,,,,,,,,,,,7,A,그럴까? 근데 울릉도 안에선 차 타고 다녔어?,
,,,,,,,,,,,,8,B,응. 난 쏘카 빌려서 타고 다녔어!,
,,,,,,,,,,,,9,A,쏘카가 뭔데? 난 처음 들어봐,
,,,,,,,,,,,,10,B,카셰어링 서비스야. 시간단위로도 차를 빌릴 수 있는 서비스지,
,,,,,,,,,,,,11,A,너무 좋은데? 쏘카는 어디서 빌릴 수 있어?,
,,,,,,,,,,,,12,B,사동항 여객터미널 근처에 쏘카 스테이션이 있어.ㅎ,
,,,,,,,,,,,,13,A,접근성도 상당히 괜찮네. 좋다,
,,,,,,,,,,,,14,B,응. 그래서 다음에 울릉도 가면 또 이용하려고,
,,,,,,,,,,,,15,A,나도 이번에 가게 되면 이용해볼게,
,,,,,,,,,,,,16,B,그래. 여행 잘 다녀와!,
244405,0001,남자,20,0145,여자,20,,,,"여행, 관광 및 명소",여수세계섬박람회,1,A,여수세계섬박람회 ㅇㄸ?,ㅇㄸ
,,,,,,,,,,,,2,B,여수세계섬박람회? 첨들어봤어 ㅋㅋ,
,,,,,,,,,,,,3,A,여수에 있는 365개 섬들을 한눈에 볼 수 있대!,
,,,,,,,,,,,,4,B,와 레알? 그럼 여수를 가볼까 생각중이었는데 좋은 아이디어인 것 같아!,레알
,,,,,,,,,,,,5,A,그래! 여수는 아름다운 자연경관이 많아서 여행하기 좋은 도시야,
,,,,,,,,,,,,6,B,너무 멀지는 않아? 교통편은 어떰?,
,,,,,,,,,,,,7,A,교통편은 괜찮아! 기차나 버스로 갈 수 있어,
,,,,,,,,,,,,8,B,그럼 가볼만한 명소가 뭐가 있어?,
,,,,,,,,,,,,9,A,"여수밤바다, 돌산공원, 배수도관광지 등이 핫해",핫해
,,,,,,,,,,,,10,B,여수밤바다는 로맨틱하게 산책하기 좋겠다!,
,,,,,,,,,,,,11,A,맞아! 그리고 여수는 맛있는 해산물로 유명하다구,
,,,,,,,,,,,,12,B,해산물 맛집 추천해줘!,
,,,,,,,,,,,,13,A,"오동동해산물거리, 여수종합어시장, 여수식당거리 등이 좋아",
,,,,,,,,,,,,14,B,맛있는 거 먹으며 여수 구경하면서 즐거워 보여!,
,,,,,,,,,,,,15,A,그래! 여수는 레알루다가 멋진 도시니까 꼭 가봐야해,레알
,,,,,,,,,,,,16,B,ㅇㅋㅇㅋ 여수세계섬박람회도 가보고 맛집도 가볼게!,ㅇㅋ
077745,0091,남자,30,0153,여자,30,,,,"여행, 관광 및 명소",발리 야자수 농장,1,A,와! 발리 야자수 농장 체험하러 가고 싶다ㅠㅠ,
,,,,,,,,,,,,2,B,나도! 정동원이랑 이경규가 가서 농부로 변신했대,
,,,,,,,,,,,,3,A,렬루? 어떤 일을 도와줬을까?,렬루
,,,,,,,,,,,,4,B,아침에는 집안 청소하고 야자수 풍경을 구경했대,
,,,,,,,,,,,,5,A,야자수 풍경이 레알루다가 아름다웠을 것 같아,레알
,,,,,,,,,,,,6,B,그리고 아침 식사 전에 가족들이 기도하는 모습도 봤대,
,,,,,,,,,,,,7,A,차낭사리라는 꽃바구니로 기도를 올리는 거지?,
,,,,,,,,,,,,8,B,맞아! 그리고 한국 스타일의 아침 밥상도 먹었대,
