대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,3,A,정제된 탄수화물과 포화지방이 문제야.,
,,,,,,,,,,,,4,B,정제된 탄수화물 아이스크림 말하는 거야?,
,,,,,,,,,,,,5,A,"응, 그리고 피자도 그렇고 말야.",
,,,,,,,,,,,,6,B,정제된 탄수화물은 몸에 좋지 않다는 거지?,
,,,,,,,,,,,,7,A,맞아. 비만이나 당뇨병 등에도 영향을 줄 수 있어.,
,,,,,,,,,,,,8,B,글쿠나. 그럼 무슨 음식을 먹어야 좋을까?,글쿠나
,,,,,,,,,,,,9,A,적포도주는 좋다더라. 건강에 도움이 되는 거래.,
,,,,,,,,,,,,10,B,와인 말하는 거지? 그럼 매일 마셔도 되는 건가?,
,,,,,,,,,,,,11,A,"아니, 술적당한 양으로 마셔야 도움이 돼.",
,,,,,,,,,,,,12,B,고혈압이나 콜레스테롤 개선에도 도움이 되는 거지?,
,,,,,,,,,,,,13,A,맞아. 심장병 예방에도 좋다고 해.,
,,,,,,,,,,,,14,B,글쿠나. 와인 좀 사먹어야겠다.,글쿠나
,,,,,,,,,,,,15,A,그럼 건강한 테스토스테론 유지하자!,
,,,,,,,,,,,,16,B,"응, 그래야 건강한 삶을 살 수 있지!",
232620,0001,남자,20,0146,여자,20,,,,건강 및 식음료,"난임 부부, 임신, 의료기술",1,A,와~ 난임 부부들이 짜짜 힘들겠다 ㅠㅠ,짜짜
,,,,,,,,,,,,2,B,응 ㅠㅠ 그래서 전문병원이나 보조 생식술을 받아야 하는데,
,,,,,,,,,,,,3,A,그렇다고 의료기술이 항상 효과가 좋은 것도 아니지,
,,,,,,,,,,,,4,B,맞아 ㅠㅠ 많은 부부들이 여러 번 시도해도 임신을 할 수 없어,
,,,,,,,,,,,,5,A,그런데 의료기술 외에도 생활 습관이나 식이요법도 중요하다고 들었어,
,,,,,,,,,,,,6,B,렬루다가? 그럼 식단 조절이나 운동도 임신을 도와줄 수 있겠군,렬루
,,,,,,,,,,,,7,A,"응, 균형잡힌 식단과 체중 조절이 임신을 위한 신체 기능 향상에 도움이 된다고 해",
,,,,,,,,,,,,8,B,그럼 난임 부부들은 의료기술 외에도 식습관이나 운동에 신경 써야겠네,
,,,,,,,,,,,,9,A,맞아 임신은 걍 일어나는 게 아니라고 하니까,
,,,,,,,,,,,,10,B,그래도 난임 부부들이 많다니 너무 안타깝다,
,,,,,,,,,,,,11,A,"응, 전 세계적으로도 난임으로 임신을 어려워하는 부부들이 많아",
,,,,,,,,,,,,12,B,그래도 의료기술이 발전하면서 기회는 늘어나고 있을 거야,
,,,,,,,,,,,,13,A,맞아 희망은 항상 있으니까,
,,,,,,,,,,,,14,B,맞아 ㅠㅠ 힘들지만 포기하지 말고 계속 츄라이해보자,츄라이하다
,,,,,,,,,,,,15,A,그래! 함께 응원해줄게,
,,,,,,,,,,,,16,B,고마워~ 함께 성공할 거야!,
211607,0001,남자,10,0115,여자,10,,,,건강 및 식음료,할매니얼,1,A,헬롱! 요즘 할매니얼 간식 뭐 먹었어?,
,,,,,,,,,,,,2,B,ㅎㅎ 할매니얼 맛있더라! 할머니+밀레니얼이라니!,
,,,,,,,,,,,,3,A,그래? 내가 먹은 건 민초 맛이었어 ㅋㅋ,
,,,,,,,,,,,,4,B,민초도 킹갓인데 나는 로제 맛이 짱갓이야 ㅎㅎ,킹갓;짱갓
,,,,,,,,,,,,5,A,로제도 괜찮아보여! 다음에 시켜봐야지,
,,,,,,,,,,,,6,B,그래! 나는 할매니얼 디저트 중에 '아침햇살 흑임자콘' 먹어봤는데 너무 맛있더라,
,,,,,,,,,,,,7,A,흑임자콘? 그거는 첨 들어봤어 ㅋㅋ,
,,,,,,,,,,,,8,B,할매니얼은 최근에 유행이래! 동서양 식재료를 결합해서 만든 디저트야,
,,,,,,,,,,,,9,A,와~ 그래서 인기가 많은 거구나,
,,,,,,,,,,,,10,B,그래! 할머니+밀레니얼이라니까 할매니얼이라고 해,
,,,,,,,,,,,,11,A,할매니얼... 완전 신조어네! ㅋㅋ,
,,,,,,,,,,,,12,B,지금 이 세대에 맞춘 디저트가 유행이래,
,,,,,,,,,,,,13,A,할매니얼 디저트들은 어떤 맛인지 궁금해!,
,,,,,,,,,,,,14,B,다쿠아즈라는 달콤한 과자도 할매니얼 중 하나야,
,,,,,,,,,,,,15,A,과자도 할매니얼이라니... 이번에는 꼭 시켜봐야겠어!,
,,,,,,,,,,,,16,B,그래! 맛있는 걸 더 찾으면 알려줄게 ㅎㅎ,
049503,0076,남자,20,0150,여자,20,,,,건강 및 식음료,임플란트,1,A,임플란트는 어떤 거야?,
,,,,,,,,,,,,2,B,치아를 회복하는 방법이야. 금속으로 만들어진 인공치근을 심고 보철을 연결해.,
,,,,,,,,,,,,3,A,인공치근이라고? 그럼 어떻게 만들어져?,
,,,,,,,,,,,,4,B,치조골에 심기 때문에 인체에 무해한 금속으로 만들어져.,
,,,,,,,,,,,,5,A,글쿠나. 그럼 치아 기능을 회복할 수 있겠네.,글쿠나
,,,,,,,,,,,,6,B,맞아. 주변 치아 손상 없이 기능과 심미적인 부분을 모두 만족시킬 수 있어.,
,,,,,,,,,,,,7,A,근데 전신 질환을 가진 환자는 주의해야 하겠네.,
,,,,,,,,,,,,8,B,맞아. 턱 뼈와 인공치아가 유착되기 어렵거나 시간이 오래 걸릴 수도 있어.,
,,,,,,,,,,,,9,A,그럼 사전에 병력을 전달하고 상담을 받아야겠네.,
,,,,,,,,,,,,10,B,맞아. 그리고 뼈와 밀도가 충분하지 않은 경우에는 뼈 이식을 먼저 시행해야 해.,
,,,,,,,,,,,,11,A,글쿠나. 그리고 강하게 무는 습관이 있는 경우에도 주의해야 하겠네.,글쿠나
,,,,,,,,,,,,12,B,맞아. 그리고 어린 환자나 치아 건강이 약한 고령자도 주의해야 해.,
,,,,,,,,,,,,13,A,알겠어. 임플란트는 신중하게 해야겠네.,
,,,,,,,,,,,,14,B,맞아. 의료진과 상담하고 결정하는 게 중요해.,
,,,,,,,,,,,,15,A,글쿠나. 잘 알려줘서 고마워!,글쿠나
,,,,,,,,,,,,16,B,별 말씀을요~ 언제든지 물어봐!,
029564,0085,남자,20,0150,여자,20,,,,건강 및 식음료,용암해수 소금,1,A,충공! 와! 용암해수 소금이 국제우수미각상을 받았다고?,충공
,,,,,,,,,,,,2,B,응! 렬루 레게노다. 우리나라 제품이 국제무대에서 인정받다니,레게노;렬루
,,,,,,,,,,,,3,A,용암해수 소금은 어떤 특징이 있지?,
,,,,,,,,,,,,4,B,용암해수를 활용한 천연 기능성 소금이래. 미네랄도 풍부하고 항산화 물질도 많다고 해,
,,,,,,,,,,,,5,A,그럼 맛도 좋을 것 같은데,
,,,,,,,,,,,,6,B,"응, 용암해수 소금_그린과 용암해수 소금_화이트가 높은 평가를 받았어",
,,,,,,,,,,,,7,A,이 소금으로 요리를 해봐야겠다,
,,,,,,,,,,,,8,B,그래! 맛있는 요리가 될 거야,
,,,,,,,,,,,,9,A,용암해수 소금을 사용한 다른 제품도 있을까?,
,,,,,,,,,,,,10,B,"응, CAPTURA.S 오션허브제주는 두날리엘라 배양 과정에서 나오는 수용성 고염수와 미네랄을 활용한 다양한 제품을 선보인다고 해",
,,,,,,,,,,,,11,A,글쿠나. 용암해수를 활용한 제품들이 더 많아질 것 같아,글쿠나
,,,,,,,,,,,,12,B,맞아! 용암해수를 활용한 제품들이 더 많이 알려지면 좋겠다,
,,,,,,,,,,,,13,A,나도 용암해수 소금을 사서 사용해봐야겠다,
,,,,,,,,,,,,14,B,그럼 너도 맛있는 요리를 할 수 있을 거야,
,,,,,,,,,,,,15,A,"응, 기대돼!",
,,,,,,,,,,,,16,B,용암해수 소금으로 만든 요리를 먹으며 맛있게 식사하자,
232529,0001,남자,20,0147,여자,20,,,,건강 및 식음료,정액검사,1,A,어제 남편 정액검사 받았는데...,
,,,,,,,,,,,,2,B,정액 수치는 어땠어?,
,,,,,,,,,,,,3,A,이전보다 높아졌대. WHO 기준치가 1600만 이상이래.,
,,,,,,,,,,,,4,B,정상은 1500만이었는데 그러면 수치가 낮아?,
,,,,,,,,,,,,5,A,웅웅 그럼 난임 치료에 힘 써야 해.,웅웅
,,,,,,,,,,,,6,B,하지만 운동성 기준도 상향 조정되었대. 운동성은 어땠어?,
,,,,,,,,,,,,7,A,42%로 올랐어. 기쁜 소식이지만...,
,,,,,,,,,,,,8,B,난임으로 진료 받은 남성이 늘었대. 우리나라도 그렇더라고.,
,,,,,,,,,,,,9,A,맞아 2015년에는 5만여 명이었는데 2019년에는 8만명 이상이래.,
,,,,,,,,,,,,10,B,남성 요인이 난임 비율의 30~40%를 차지한다는데...,
,,,,,,,,,,,,11,A,정액검사 결과에 문제가 있으면 어떻게 해야 하지?,
,,,,,,,,,,,,12,B,"적극적인 관심과 생활습관 개선, 보조제 복용 등을 하면 좋을 것 같아.",
,,,,,,,,,,,,13,A,그래도 호전이 안 돼면 시험관아기 시술도 고려해야 해.,
,,,,,,,,,,,,14,B,희소정자증인 경우에는 인공수정도 도움이 될 수 있대.,
,,,,,,,,,,,,15,A,"글쿠나, 어떻게 알아?",글쿠나
,,,,,,,,,,,,16,B,배우자의 나팔관 조영술을 하면 알 수 있어.,
204520,0001,남자,10,0145,여자,20,,,,건강 및 식음료,맹꽁이,1,A,맹꽁이는 짜짜 이상하게 생겼어,짜짜
,,,,,,,,,,,,2,B,맞아! 개구리와 두꺼비를 섞은 것 같아 ㅋㅋ,
,,,,,,,,,,,,3,A,그런데 맹꽁이는 왜 배를 불리는 거야?,
,,,,,,,,,,,,4,B,아마도 위험을 감지하면 방어로 배를 부풀린단 말이야,
,,,,,,,,,,,,5,A,그러니까 복어처럼 되는 거구나?,
,,,,,,,,,,,,6,B,그렇지! 복어처럼 위협적으로 보이려고 하는 거래,
,,,,,,,,,,,,7,A,우리 어렸을 때 맹꽁이로 놀던 생각이 나,
,,,,,,,,,,,,8,B,나도 그래! 가지로 놀면서 배를 톡톡 치면 더 커져서 재밌었지 ㅋㅋ,
,,,,,,,,,,,,9,A,어른들은 맹꽁이처럼 배불리는 사람들을 재미있게 봐,
,,,,,,,,,,,,10,B,맞아! 허풍을 떠는 건 본능이라고 생태계에서도 본 적 있어,
,,,,,,,,,,,,11,A,우리도 어려운 상황에서 허풍 떨어서 용기를 내보는데,
,,,,,,,,,,,,12,B,하지만 강한 사람들한테는 잘못하면 큰일 나겠지,
,,,,,,,,,,,,13,A,맞아... 그런데 화가 풍곡 성재휴 선생님이 어떤 이야기를 들었대?,
,,,,,,,,,,,,14,B,성재휴 선생님이 산강재 변영만 선생님을 만난 이야기래,
,,,,,,,,,,,,15,A,둘은 무슨 얘기를 나눴을까 궁금하다,
,,,,,,,,,,,,16,B,아마도 책을 읽다가 웃었던 것 같아! 재밌는 이야기가 있었던 모양이야,
233139,0001,남자,20,0146,여자,20,,,,건강 및 식음료,위축성 질환,1,A,최근에 몸 상태가 안 좋아졌어 ㅜㅜ,
,,,,,,,,,,,,2,B,어떤 증상이 있어?,
,,,,,,,,,,,,3,A,"코와 혀, 위, 질이 얇아진 것 같아",
,,,,,,,,,,,,4,B,위축성 질환일 가능성이 있겠군요,
,,,,,,,,,,,,5,A,그래서 대처 방법을 찾아봤는데,
,,,,,,,,,,,,6,B,무엇을 해야하나요?,
,,,,,,,,,,,,7,A,"코안에 세척하고, 양치하고, 식습관도 신경 써야 한다고 해",
,,,,,,,,,,,,8,B,그렇군요. 그 외에는 어떤 대처법이 있을까요?,
,,,,,,,,,,,,9,A,나이가 들면서 주요 기관이 형태가 변한다고 해,
,,,,,,,,,,,,10,B,노화뿐 아니라 세균 감염이나 호르몬 변화도 원인이 될 수 있겠네요,
,,,,,,,,,,,,11,A,"그래. 특히 코와 혀, 위, 질은 자주 위축성 질환이 생기는 곳이라고 하더라",
,,,,,,,,,,,,12,B,합병증을 유발할 수도 있으니 조기에 치료가 필요하겠네요,
,,,,,,,,,,,,13,A,그래서 부위별로 어떤 질환과 대처법이 있는지 알아봤어,
,,,,,,,,,,,,14,B,먼저 위축성 비염에 대해 알아보자,
,,,,,,,,,,,,15,A,위축성 비염은 건조한 상태에서 코점막이 쪼그라들면서 발생할 수 있다고 해,
,,,,,,,,,,,,16,B,코안을 청결하게 유지하고 적절한 습도를 유지하는 것도 중요하겠네요,
149688,0083,여자,20,0106,남자,20,0146,여자,20,건강 및 식음료,코로나19 백신,1,A,코로나19 백신 좋아?,
,,,,,,,,,,,,2,B,"응, 백신 맞았어!",
,,,,,,,,,,,,3,C,ㄹㅇ? 부러워 ㅠㅠ,ㄹㅇ
,,,,,,,,,,,,4,A,너도 곧 맞을 수 있을 거야,
,,,,,,,,,,,,5,B,그래서 백신 어떰?,
,,,,,,,,,,,,6,C,부작용 없었어!,
,,,,,,,,,,,,7,A,레알 다행이야,레알
,,,,,,,,,,,,8,B,너도 맞을 거니?,
,,,,,,,,,,,,9,C,아직 안 했는데 고민 중이야,
,,,,,,,,,,,,10,A,왜 고민하고 있어?,
,,,,,,,,,,,,11,B,부작용이 걱정돼서,
,,,,,,,,,,,,12,C,부작용은 일시적이라고 하던데,
,,,,,,,,,,,,13,A,그래도 신중하게 결정해야 해,
,,,,,,,,,,,,14,B,마좌 안전이 최우선이지,마좌
,,,,,,,,,,,,15,C,그래서 너는 언제 맞을 거야?,
,,,,,,,,,,,,16,A,저번 주에 이미 맞았어,
,,,,,,,,,,,,17,B,짜짜? 어떤 백신 맞았어?,짜짜
,,,,,,,,,,,,18,C,아스트라제네카 백신 맞았어,
,,,,,,,,,,,,19,A,부작용은 있었어?,
,,,,,,,,,,,,20,B,팔이 좀 아팠는데 금방 괜찮아졌어,
,,,,,,,,,,,,21,C,그래서 너는 어떤 백신 맞을 거야?,
,,,,,,,,,,,,22,A,아직 고민 중이야,
,,,,,,,,,,,,23,B,신중하게 결정해야 해,
,,,,,,,,,,,,24,C,웅웅 안전이 최우선이야,웅웅
063561,0023,여자,20,0107,남자,20,,,,건강 및 식음료,두부면,1,A,나 오늘부터 다욧 할 거임.,다욧
,,,,,,,,,,,,2,B,너무 자주 들은 말인 듯 ㅋㅋ.,
,,,,,,,,,,,,3,A,ㅋㅋ 이번에는 진짜임. 갓생 살아서 꼭 다욧 성공할 거임!!,갓생;다욧
,,,,,,,,,,,,4,B,ㅋㅋ 그럼 가끔 두부면 해 먹는 것도 갠춘할 듯.,갠춘
,,,,,,,,,,,,5,A,두부면이 두부로 만든 면임??,
,,,,,,,,,,,,6,B,ㅇㅇ 밀가루 1도 안 들어가고 두부로만 만든 면임!,
,,,,,,,,,,,,7,A,"오, 그럼 칼로리도 낮겠네?",
,,,,,,,,,,,,8,B,칼로리는 100g에 160칼로리 정도라서 삶은 소면이랑 비교하면 칼로리가 더 높긴 함. 근데 다른 요소들 때문에 다욧에 도움됨 ㅋㅋ.,다욧
,,,,,,,,,,,,9,A,아 진짜? 뭣 때문에 다이어트에 도움됨?,
,,,,,,,,,,,,10,B,"일단 탄수화물이 적게 들어 있음! 그래서 식후에 인슐린이 천천히 분비되는데, 이러면 지방이 잘 축적 안 됨.",
,,,,,,,,,,,,11,A,"오, 그럼 혈당 높은 사람한테도 좋겠는데?",
,,,,,,,,,,,,12,B,ㅇㅇ 혈당 조절해야 하는 사람들한테도 두부면이 괜찮음.,
,,,,,,,,,,,,13,A,나 오늘 저녁 두부면?,
,,,,,,,,,,,,14,B,ㅋㅋ ㅇㅇ 한번 먹어 봐봐 ㅋㅋ. 검색하면 레시피 많이 나옴.,
,,,,,,,,,,,,15,A,니가 와서 해주면 안 됨? ㅎㅎ,
,,,,,,,,,,,,16,B,"ㅋㅋ 응, 안 됨 ㅋㅋ. 나 오늘 셤 준비 할 거임.",
232314,0001,남자,20,0150,여자,20,,,,건강 및 식음료,"건강, 검진",1,A,헬롱! 최근에 건강검진 받았어?,
,,,,,,,,,,,,2,B,"응, 받았어! 건강이 제일 중요하니까 매년 꼭 받아야지.",
,,,,,,,,,,,,3,A,그래? 나는 아직 안 받아봤는데.,
,,,,,,,,,,,,4,B,렬루? 건강검진은 짜짜 도움이 돼!,짜짜;렬루
,,,,,,,,,,,,5,A,그럼 어떤 걸 검사해?,
,,,,,,,,,,,,6,B,"40세 이후에는 위, 대장, 간, 유방, 자궁경부암 등을 포함한 다양한 검사를 해.",
,,,,,,,,,,,,7,A,그래? 그럼 많은 병들을 예방할 수 있겠네.,
,,,,,,,,,,,,8,B,맞아! 건강이 가장 중요하니까 꼭 받아봐.,
,,,,,,,,,,,,9,A,"알았어, 받아봐야겠다.",
,,,,,,,,,,,,10,B,그래! 건강한 노후를 위해서는 검진은 필수야.,
,,,,,,,,,,,,11,A,"응, 알려줘서 고마워.",
,,,,,,,,,,,,12,B,별 말씀을요! 언제든지 도움 필요하면 말해줘.,
,,,,,,,,,,,,13,A,"고마워, 친구!",
,,,,,,,,,,,,14,B,ㅎㅎ 맞아! 언제든지!,
,,,,,,,,,,,,15,A,그럼 나도 건강한 노후를 위해 검진 받아야겠다.,
,,,,,,,,,,,,16,B,그래! 응원할게!,
237351,0001,남자,20,0148,여자,20,,,,건강 및 식음료,폐 미세구조,1,A,충공! 와! 이번에 코로나 바이러스에 관한 신기한 연구가 나왔어!,충공
,,,,,,,,,,,,2,B,짜짜? 뭐가 신기한데?,짜짜
,,,,,,,,,,,,3,A,폐 미세구조에서 변이주에 대한 면역반응을 분석한 거래!,
,,,,,,,,,,,,4,B,"머박, 그렇게까지 연구를 한 거야?",머박
,,,,,,,,,,,,5,A,"응, 생명연에서 한 연구라는데 폐포에서 바이러스에 의해 유도되는 염증성 사이토카인이 낮아져서 증상이 감소된다는 거래.",
,,,,,,,,,,,,6,B,폐포에서는 증식력이 떨어진다고 하더라도 다른 부위에서는 어떻게 되는 거야?,
,,,,,,,,,,,,7,A,기관지에서는 더 잘 증식한다고 했어.,
,,,,,,,,,,,,8,B,그래도 폐포에서 증식력이 떨어진다는 건 좋은 소식인 것 같아.,
,,,,,,,,,,,,9,A,"응, 그래서 폐 미세구조 면역반응을 분석해서 신,변종 감염병 연구에 도움이 될 거래.",
,,,,,,,,,,,,10,B,연구 결과를 보면 더 효과적인 예방법이나 치료법을 개발할 수 있을 것 같아.,
,,,,,,,,,,,,11,A,마좌 앞으로 더 많은 연구를 통해 바이러스와의 싸움에 도움이 되는 자료로 활용할 수 있을 거야.,마좌
,,,,,,,,,,,,12,B,그렇게 되면 미래에는 바이러스로 인한 감염병에 더 효과적으로 대처할 수 있겠네.,
,,,,,,,,,,,,13,A,그래서 앞으로 어떤 연구가 진행될 거 같아?,
,,,,,,,,,,,,14,B,"아마도 이 연구를 바탕으로 신,변종 감염병의 예방법과 치료법을 연구할 거야.",
,,,,,,,,,,,,15,A,그러면 우리도 주변 사람들에게 예방법을 알려줄 수 있겠네!,
,,,,,,,,,,,,16,B,맞아! 모두가 함께 건강하고 안전한 삶을 즐길 수 있도록 노력해야지.,
048410,0052,여자,30,0117,남자,30,0156,여자,30,건강 및 식음료,과자 구독 서비스,1,A,과자는 왜 이렇게 맛있지.,
,,,,,,,,,,,,2,B,그니까. 나도 과자 끊을 수가 없어.,
,,,,,,,,,,,,3,C,일 하면서 먹으면 진짜 맛있음.,
,,,,,,,,,,,,4,A,맞아. 소리 안나는 거 조심히 먹는당.,
,,,,,,,,,,,,5,B,아바라에 달달한 쿠키 먹는 거도 최고야.,아바라
,,,,,,,,,,,,6,C,ㅇㅇ. 그 조합 진짜 좋아.,
,,,,,,,,,,,,7,A,근데 과자 알아서 랜덤으로 받을 수 없음?,
,,,,,,,,,,,,8,B,그러면 과자 구독 서비스 이용해봐. 매달 과자 가져다 줌.,
,,,,,,,,,,,,9,C,롯데 제과에서 월간 과자라고 구독 서비스 처음으로 만든 건데 다양한 과자 먹을 수 있어.,
,,,,,,,,,,,,10,A,근데 과자 맛없는 거만 주는 거 아냐?,
,,,,,,,,,,,,11,B,매달 테마에 맞게 다양한 과자를 골라서 줘.,
,,,,,,,,,,,,12,C,또 신상 과자가 나오면 먼저 받아 먹을 수 있는 장점도 있다궁.,
,,,,,,,,,,,,13,A,쩐다. 신상 과자는 어떤 거 먹었어?,쩔다
,,,,,,,,,,,,14,B,9월에는 끼리 크림치즈 과자들 신상으로 받았어.,
,,,,,,,,,,,,15,C,ㅇㅇ. 끼리 크림치즈 과자가 다른 종류로 3가지나 들어 있어서 좋더라.,
,,,,,,,,,,,,16,A,근데 구독하는 거 가격은 얼마야?,
,,,,,,,,,,,,17,B,저렴한 거는 9900원이야. 가격 이상으로 과자 넣어줘서 이득임.,
,,,,,,,,,,,,18,C,또 마니아팩도 19800원에 구독할 수 있당. 난 마니아팩 구독함.,
,,,,,,,,,,,,19,A,나도 이번에 구독해 볼까.ㅎㅎ,
,,,,,,,,,,,,20,B,ㅇㅇ. 매달 과자 오는 거 기다려져.,
,,,,,,,,,,,,21,C,맞아. 이번 달 과자도 진짜 좋았음.,
,,,,,,,,,,,,22,A,그러면 바로 주문해야지. 기대된당.,
,,,,,,,,,,,,23,B,그랭. 나중에 같이 과자도 먹자.,
,,,,,,,,,,,,24,C,ㅇㅇ. 좋아. 같이 먹으면서 수다나 떨자.,
079798,0094,여자,30,0116,남자,30,,,,건강 및 식음료,"혈관, 동맥류",1,A,와 이거 봄? 몸 속 혈관이 풍선처럼 늘어나고 터질 수도 있다는데,
,,,,,,,,,,,,2,B,짜짜? 그럼 혈관이 터지면 어떻게 되는 거야?,짜짜
,,,,,,,,,,,,3,A,혈관이 터지면 생명을 위협할 수 있다고 하더라,
,,,,,,,,,,,,4,B,어떤 상황에서 혈관이 터질 수 있어?,
,,,,,,,,,,,,5,A,나이가 들면서 혈관도 노화되고 압력이 계속되면 풍선처럼 늘어나기도 하고 파열될 수도 있대,
,,,,,,,,,,,,6,B,그럼 동맥류라는 건 그런 현상을 말하는 거야?,
,,,,,,,,,,,,7,A,맞아! 동맥류는 혈관이 풍선처럼 부풀어 오르는 상태를 말해,
,,,,,,,,,,,,8,B,동맥류가 발생하는 위치에 따라 어떤 종류가 있을까?,
,,,,,,,,,,,,9,A,"뇌동맥류, 흉부 대동맥류, 복부 대동맥류로 구분할 수 있다고 해",
,,,,,,,,,,,,10,B,뇌동맥류는 어떤 상황에서 발생하게 되는 거야?,
,,,,,,,,,,,,11,A,"뇌혈관이 노화되거나 스트레스, 과도한 흡연과 음주 등 여러 요인때문에 부풀어 오르는 거래",
,,,,,,,,,,,,12,B,"그럼 언제, 어디서 파열할지는 아무도 모르는 거야?",
,,,,,,,,,,,,13,A,그래! 그 누구도 알 수 없다고 하더라,
,,,,,,,,,,,,14,B,혈관 관리에 신경 써야겠다,
,,,,,,,,,,,,15,A,맞아! 건강한 혈관을 유지하는 게 중요하다고 하더라,
,,,,,,,,,,,,16,B,앞으로 더 신경 써야겠다. 고마워 정보 알려줘서,
001081,0019,여자,20,0102,남자,20,,,,건강 및 식음료,밀키스 제로 출시,1,A,요즘 제로칼로리가 유행인가봐. 신제품이 대부분 제로칼로리야.,
,,,,,,,,,,,,2,B,맞아ㅋㅋ. 내 최애 음료수인 밀키스도 제로로 출시했어.,최애
,,,,,,,,,,,,3,A,오오~ 음료수 중에 제로 칼로리로 출시한 음료수가 뭐뭐 있지? 한 번 먹어보려고ㅋㅋ.,
,,,,,,,,,,,,4,B,"엄청 많지. 탄산 종류로는 콜라, 사이다, 웰치스, 몬스터가 있고 그냥 차 종류로는 티즐 제로가 있지!",
,,,,,,,,,,,,5,A,"굉장히 많네. 제로칼로리 음료수는 똑같이 단데, 어떻게 칼로리가 제로일 수 있을까?",
,,,,,,,,,,,,6,B,설탕 대신 아스파탐이 들어가. 설탕의 200배 단맛을 가지고 있지ㅋㅋ.,
,,,,,,,,,,,,7,A,아스파탐을 사용해서 우리가 먹는 모든 음식이 제로칼로리가 되면 좋겠다ㅋㅋ.,
,,,,,,,,,,,,8,B,아쉽게도 아스파탐은 열을 가하면 분해가 되어서 단맛을 잃어버려.. 그래서 음료에 주로 쓰이지.,
,,,,,,,,,,,,9,A,롬곡옾높이다... 많은 음식이 제로칼로리가 되길 꿈꿨는데 가능성이 없겠군ㅋㅋ. 밀키스 제로는 어디서 판매해?,롬곡옾높
,,,,,,,,,,,,10,B,편의점이랑 마트에서 판매하고 있어. 편의점에서 가끔 2 플러스 1 행사도 하니까 그 때 여러 개 쟁여놔ㅋㅋ,
,,,,,,,,,,,,11,A,"요즘 바프 준비중이니까, 행사할 때 여러 개 쟁여놔야겠다. 3일을 밀키스만 먹으면 살이 쪽 빠지겠지?",바프
,,,,,,,,,,,,12,B,그건 건강에 좋지 않지ㅋㅋ. 그리고 밀키스 제로 250ml기준 8kcal이야.,
,,,,,,,,,,,,13,A,뭐야. 그럼 제로 칼로리가 아니잖아? 왜 밀키스 제로라고 이름을 지었대?,
,,,,,,,,,,,,14,B,100ml당 4kcal 이하라면 제로칼로리야ㅋㅋ!,
,,,,,,,,,,,,15,A,그런거였구만. 제로라고 해서 괜히 신났네ㅜㅜ,
,,,,,,,,,,,,16,B,"일반 음료수보다 제로 음료가 괜찮다는거지, 제로라고 그것만 먹으면 건강 망가져.",
,,,,,,,,,,,,17,A,잔소리 거의 우리 엄마급이야ㅋㅋ. 주의해서 먹을게ㅋㅋ,
088645,0099,여자,30,0114,남자,30,,,,건강 및 식음료,추간판탈출증,1,A,헬롱! 요즘 몸 상태 ㅇㄸ?,
,,,,,,,,,,,,2,B,ㅠㅠ 허리가 아파서 고민 중이야,
,,,,,,,,,,,,3,A,허리 통증은 추간판탈출증 때문일 수도 있어,
,,,,,,,,,,,,4,B,추간판탈출증이 뭐임?,
,,,,,,,,,,,,5,A,흔히 디스크라고 알려진 추간판탈출증은 척추뼈와 척추뼈 사이에 존재하는 추간판(디스크)이 손상을 입으면서 추간판 내부의 수핵이 주변 척추신경을 압박해 다양한 신경학적 이상증상을 유발하는 질환이야,
,,,,,,,,,,,,6,B,"글쿠나, 그럼 어떻게 예방할 수 있을까?",글쿠나
,,,,,,,,,,,,7,A,"올바른 자세와 스트레칭, 복근과 허리 주변 근육 강화 등 꾸준한 관리가 필요해",
,,,,,,,,,,,,8,B,ㅇㅋㅇㅋ 꾸준한 관리가 중요한 거구나,
,,,,,,,,,,,,9,A,마좌 허리디스크 환자 수가 최근 5년 간 약 18만 명 증가했대,마좌
,,,,,,,,,,,,10,B,와우내 그렇게 많이 늘었어?,
,,,,,,,,,,,,11,A,"응, 특히 습한 장마철에 통증이 더 심해지는 경우가 많아",
,,,,,,,,,,,,12,B,날씨와 연관성이 높은 거구나,
,,,,,,,,,,,,13,A,마좌 그래서 여름철에는 더 신경 써야 해,마좌
,,,,,,,,,,,,14,B,ㅇㅋ 고마워!,
,,,,,,,,,,,,15,A,건강한 허리를 위해 항상 신경 써야지!,
,,,,,,,,,,,,16,B,ㅇㅇ 같이 건강하게 지내자!,
081702,0095,여자,30,0117,남자,30,,,,건강 및 식음료,다이어트,1,A,다이어트 얘기 좀 해봐,
,,,,,,,,,,,,2,B,나도 다이어트 중이야 ㅠㅠ,
,,,,,,,,,,,,3,A,레알? 어떤 다이어트 해?,레알
,,,,,,,,,,,,4,B,식단 조절과 운동으로 하는 거야,
,,,,,,,,,,,,5,A,글쿠나. 효과는 있어?,글쿠나
,,,,,,,,,,,,6,B,조금씩 체중이 줄어들고 있어 ㅎㅎ,
,,,,,,,,,,,,7,A,대단내! 나도 시작해볼까?,
,,,,,,,,,,,,8,B,꼭 해봐! 같이 응원해줄게,
,,,,,,,,,,,,9,A,고마워! 그럼 어떤 운동을 해야할까?,
