대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,8,B,3.5t의 장비를 가지고 간다니 레게노다,레게노
,,,,,,,,,,,,9,A,유니폼도 10벌 이상 준비했다고 해,
,,,,,,,,,,,,10,B,선수들이 멋있게 입고 경기하겠네!,
,,,,,,,,,,,,11,A,비디오분석팀은 열심히 작업한다고 했어,
,,,,,,,,,,,,12,B,팀 소집 후에도 편집 작업을 한다니 대단해,
,,,,,,,,,,,,13,A,월드컵에서 한국 팀을 응원하자!,
,,,,,,,,,,,,14,B,응! 같이 응원해요! 한국 힘!,
,,,,,,,,,,,,15,A,월드컵에서 좋은 결과 있기를 바래!,
,,,,,,,,,,,,16,B,그래! 한국 팀이 최고가 되길 기도할게!,
067084,0080,남자,20,0150,여자,20,,,,스포츠 및 e스포츠,롯데 자이언츠,1,A,롯데 자이언츠 경기 재밌었어 ㅋㅋ,
,,,,,,,,,,,,2,B,응! 롯데 자이언츠 선수들 대박이었지 ㅎㅎ,대박
,,,,,,,,,,,,3,A,맞아! 특히 딕슨 마차도 선수 레알 멋있었어 ㅠㅠ,레알
,,,,,,,,,,,,4,B,마차도 선수는 수비도 잘하고 타격도 좋아서 대단하더라 ㅋㅋ,
,,,,,,,,,,,,5,A,ㅇㅇ 맞아! 롯데는 마차도 선수 영입 후에 팀이 완전 달라졌어,
,,,,,,,,,,,,6,B,그래서 롯데는 이번 시즌에 좋은 성적을 거둘 수 있을 것 같아,
,,,,,,,,,,,,7,A,그렇지! 롯데 자이언츠 ㅎㅇㅌ ㅎㅎ,
,,,,,,,,,,,,8,B,ㅎㅇㅌ! 다음 경기도 기대되는걸 ㅋㅋ,
,,,,,,,,,,,,9,A,응응! 다음 경기에서도 롯데 선수들 ㅎㅇㅌ ㅠㅠ,
,,,,,,,,,,,,10,B,ㅇㅇ 맞아! 우리 팀이 이번 시즌에 좋은 성적을 거둬야지,
,,,,,,,,,,,,11,A,그래야 팬들도 기뻐할 텐데 ㅎㅎ,
,,,,,,,,,,,,12,B,팬들도 기다려오던 만큼 좋은 결과가 나오길 바라지,
,,,,,,,,,,,,13,A,그래! 팬들을 위해서라도 최선을 다해야지,
,,,,,,,,,,,,14,B,ㅇㅇ 맞아! 롯데 자이언츠 ㅎㅇㅌ ㅋㅋ,
,,,,,,,,,,,,15,A,ㅎㅇㅌ! 다음 경기에서도 힘내자,
,,,,,,,,,,,,16,B,그래! 힘내서 좋은 결과 만들자 ㅎㅎ,
238692,0001,남자,20,0147,여자,20,,,,스포츠 및 e스포츠,"경마, 코로나19",1,A,여기 경마에 대해 들어봄?,
,,,,,,,,,,,,2,B,"응, 경마는 말이지?",
,,,,,,,,,,,,3,A,맞아! 최근에 코로나19 때문에 경마산업도 힘들다더라고.,
,,,,,,,,,,,,4,B,렬루? 그럼 어떻게 대응하고 있을까?,렬루
,,,,,,,,,,,,5,A,"홍콩, 일본, 한국은 다 각자 다른 방식으로 대응하고 있대.",
,,,,,,,,,,,,6,B,글쿠나. 홍콩은 어떻게 대응하고 있어?,글쿠나
,,,,,,,,,,,,7,A,홍콩자키클럽은 사회적 거리두기 때문에 경마장과 장외발매소 운영을 중단하거나 축소했어.,
,,,,,,,,,,,,8,B,그렇게 하면 매출이 줄어들지 않을까?,
,,,,,,,,,,,,9,A,하지만 홍콩 정부의 지원을 받아서 디지털 플랫폼을 통해 발매 서비스를 제공하고 있더라고. 그래서 매출은 꽤나 괜찮다고.,
,,,,,,,,,,,,10,B,글쿠나. 일본은 어떻게 대응하고 있어?,글쿠나
,,,,,,,,,,,,11,A,일본은 사회적 거리두기가 경마산업에 약해지는 영향을 미치고 있대.,
,,,,,,,,,,,,12,B,그러면 일본은 어떻게 대응하고 있어?,
,,,,,,,,,,,,13,A,그건 잘 모르겠어. 근데 일본은 홍콩처럼 디지털 플랫폼을 활용하고 있을까?,
,,,,,,,,,,,,14,B,아마도 그럴 것 같아. 경마산업도 디지털화되면 좋을텐데.,
,,,,,,,,,,,,15,A,맞아! 그리고 경마산업이 어려울 때에도 홍콩자키클럽은 기부금으로 사회에 도움을 주고 있어.,
,,,,,,,,,,,,16,B,레알루다가 칭찬할만하다. 경마산업이 얼른 회복되었으면 좋겠네.,레알
070199,0082,여자,20,0107,남자,20,,,,스포츠 및 e스포츠,골프,1,A,골프 대회가 양평에서 열려.,
,,,,,,,,,,,,2,B,양평에는 좋은 골프장이 많아.,
,,,,,,,,,,,,3,A,그래서 많은 골퍼들이 참가하겠지.,
,,,,,,,,,,,,4,B,마좌 경쟁이 치열할 것 같아.,마좌
,,,,,,,,,,,,5,A,특히 3번홀이 어렵대.,
,,,,,,,,,,,,6,B,3번홀은 얼마나 긴 거야?,
,,,,,,,,,,,,7,A,파5홀에서 파4홀로 바뀌었어.,
,,,,,,,,,,,,8,B,그래서 더 어려워진 거구나.,
,,,,,,,,,,,,9,A,지난해에는 4.45타를 기록했어.,
,,,,,,,,,,,,10,B,레알 어려운 홀이었겠다.,레알
,,,,,,,,,,,,11,A,그래도 재미있을 것 같아.,
,,,,,,,,,,,,12,B,너도 골프를 좋아하니까 당연히 재미있겠지.,
,,,,,,,,,,,,13,A,맞아 골프는 렬루다가 즐거워.,렬루
,,,,,,,,,,,,14,B,나도 한 번 츄라이해봐야겠어.,츄라이하다
,,,,,,,,,,,,15,A,웅웅 같이 가자.,
,,,,,,,,,,,,16,B,굿굿 같이 골프를 즐기자!,
134811,0094,남자,30,0154,여자,30,,,,스포츠 및 e스포츠,전국소년체육대회,1,A,오늘은 전국소년체육대회에 대해서 얘기해볼까?,
,,,,,,,,,,,,2,B,응! 경북이 메달을 많이 딴대!,
,,,,,,,,,,,,3,A,맞아! 경북은 총 147개의 메달을 획득했어!,
,,,,,,,,,,,,4,B,충공! 와! 그럼 목표였던 125개보다 22개나 초과했네!,충공
,,,,,,,,,,,,5,A,맞아! 경북은 올해 최고의 성적을 거뒀어!,
,,,,,,,,,,,,6,B,다른 지역은 어땠어?,
,,,,,,,,,,,,7,A,대구는 92개의 메달을 획득했어!,
,,,,,,,,,,,,8,B,지난 대회보다 1개 더 많이 딴거네!,
,,,,,,,,,,,,9,A,맞아! 대구도 좋은 성적을 거뒀어!,
,,,,,,,,,,,,10,B,경북과 대구가 열심히 했구나!,
,,,,,,,,,,,,11,A,응! 둘 다 대단한 성과를 거뒀어!,
,,,,,,,,,,,,12,B,그래도 경북이 메달을 더 많이 딴 건 대단내!,
,,,,,,,,,,,,13,A,맞아! 경북은 짜짜 대단내!,짜짜
,,,,,,,,,,,,14,B,다음 대회도 기대되겠다!,
,,,,,,,,,,,,15,A,응! 다음 대회도 열심히 응원하자!,
,,,,,,,,,,,,16,B,그래! 같이 응원하자!,
229773,0001,남자,20,0143,여자,20,,,,스포츠 및 e스포츠,프리미어리그,1,A,오늘은 축구 이적 시장에 대해 이야기해보자!,
,,,,,,,,,,,,2,B,"응, 최근 유럽 축구 이적 시장이 엄청 활발하다더라!",
,,,,,,,,,,,,3,A,맞아! 특히 잉글랜드 프리미어리그에서는 큰 소식이 있었어.,
,,,,,,,,,,,,4,B,뭐냐? 궁금하다.,
,,,,,,,,,,,,5,A,이적료 금액이 역대 최고라고 해. 8천300억원이나 되더라!,
,,,,,,,,,,,,6,B,와 레알 레게노다. 어떤 팀들이 많은 돈을 썼어?,레게노;레알
,,,,,,,,,,,,7,A,BBC 방송에 따르면 EPL 팀들이 5억5천만 파운드를 썼대.,
,,,,,,,,,,,,8,B,8천360억원이라니.. 레게노다.,레게노
,,,,,,,,,,,,9,A,그래. 그리고 이 기록은 계속 갱신될 가능성도 있어.,
,,,,,,,,,,,,10,B,짜짜? 그럼 더 큰 이적료가 나올 수도 있겠다.,짜짜
,,,,,,,,,,,,11,A,"맞아! 예전에는 4억3천만 파운드가 최고였는데, 이번에는 그 기록을 깰 수도 있어.",
,,,,,,,,,,,,12,B,기록을 깰 후보 1순위는 어떤 팀이야?,
,,,,,,,,,,,,13,A,첼시가 후보 1순위래. 엔소 페르난데스를 데려오기 위해 1억560만 파운드를 제시했대.,
,,,,,,,,,,,,14,B,"오, 첼시는 항상 활발하게 이적 시장에 참여하는 것 같아.",
,,,,,,,,,,,,15,A,맞아 첼시는 항상 이적 시장에서 큰 소식을 만들어.,
,,,,,,,,,,,,16,B,축구 이적 시장은 레알루다가 흥미로워!,레알
220428,0001,남자,20,0147,여자,20,,,,스포츠 및 e스포츠,축구,1,A,축구 대표팀에 발탁된 선수가 소감을 전하네,
,,,,,,,,,,,,2,B,와 레알루다가 멋지다! 축구 대표팀이라니,레알
,,,,,,,,,,,,3,A,맞아ㅋㅋ 이번에는 김준홍이라는 선수가 최초로 발탁됐대,
,,,,,,,,,,,,4,B,김준홍이라고? 첨 들어보는 이름인데,
,,,,,,,,,,,,5,A,그래? 김준홍은 전북현대에서 활약하는 유망주래,
,,,,,,,,,,,,6,B,전북현대에서 축구를 하는구나! 레게노다,레게노
,,,,,,,,,,,,7,A,맞아! 그리고 김준홍은 U20 월드컵에서도 활약했어,
,,,,,,,,,,,,8,B,U20 월드컵에서도 출전한 거야? 레게노다,레게노
,,,,,,,,,,,,9,A,응! 그리고 그때 함께 뛴 김지수도 A대표팀에 발탁됐어,
,,,,,,,,,,,,10,B,김지수도 A대표팀에 발탁된 거야? 레게노다,레게노
,,,,,,,,,,,,11,A,맞아! 그래서 김준홍은 김지수를 동생처럼 생각한다고 해,
,,,,,,,,,,,,12,B,글쿠나ㅋㅋ 같이 활약해서 더 친해진 거겠지,글쿠나
,,,,,,,,,,,,13,A,그렇지ㅎㅎ 둘 다 앞으로 기대되는 선수들이야,
,,,,,,,,,,,,14,B,응! 김준홍과 김지수 두 선수가 더 멋지게 놀았으면 좋겠다,
,,,,,,,,,,,,15,A,그러게! 두 선수의 활약을 기대해봐야겠다,
,,,,,,,,,,,,16,B,응! 응원할게! 김준홍과 김지수 파이팅!,
220210,0001,남자,20,0141,여자,20,,,,스포츠 및 e스포츠,골프,1,A,오늘 골프 대회 어떰?,
,,,,,,,,,,,,2,B,말도 안돼 2억 7천만원 상금이라니!,
,,,,,,,,,,,,3,A,그렇지! 하나금융그룹 챔피언십이라는데,
,,,,,,,,,,,,4,B,여기 베어즈베스트 청라에서 열린다고 하더라,
,,,,,,,,,,,,5,A,레알 대회 못지않은 선수들이 참가하더라,레알
,,,,,,,,,,,,6,B,리디아 고와 최혜진도 찾았다고 하던데,
,,,,,,,,,,,,7,A,리디아 고는 해외 투어에서도 활약하고 있지,
,,,,,,,,,,,,8,B,맞아 JLPGA투어에서 23승을 기록했어,
,,,,,,,,,,,,9,A,최혜진도 롯데에서 활동하면서 참가하네,
,,,,,,,,,,,,10,B,한국여자프로골프협회 짜짜 대단한 일을 하고 있어,짜짜
,,,,,,,,,,,,11,A,맞아! KLPGA투어의 정규대회이기도 하고 아시아 여러 나라에서 개최되는 LAT 시리즈이기도 하지,
,,,,,,,,,,,,12,B,한국에는 골프 팬들이 레알 많아,레알
,,,,,,,,,,,,13,A,그렇지! 한국의 대표 금융 그룹이라는 것도 인기에 영향을 미치겠지,
,,,,,,,,,,,,14,B,하나금융그룹은 국내외에서도 인정받는 그룹이야,
,,,,,,,,,,,,15,A,그렇지! 이번 대회도 화려한 라인업으로 기대되는구나,
,,,,,,,,,,,,16,B,공개된 일정을 보니까 이번 주말에 열리는구나,
229455,0001,남자,20,0141,여자,20,,,,스포츠 및 e스포츠,골프,1,A,골프 볼 성능 제한에 대해 좀 앎?,
,,,,,,,,,,,,2,B,"응, 그건 R&A와 USGA가 결정한 거지?",
,,,,,,,,,,,,3,A,마좌 골프 볼이 317야드 이상 날아가지 않도록 규정을 바꾼대,마좌
,,,,,,,,,,,,4,B,그럼 선수들은 어떻게 대회에서 경기를 할 거야?,
,,,,,,,,,,,,5,A,R&A와 USGA는 3년 안에 규정을 바꿀 거래,
,,,,,,,,,,,,6,B,그러면 대회에서 들고나오는 골프 볼은 모두 사용하지 못하겠네,
,,,,,,,,,,,,7,A,마좌 그래서 PGA 투어 정상급 선수들의 드라이버 티샷 거리가 줄어들 것 같아,마좌
,,,,,,,,,,,,8,B,그렇다면 초장타를 치는 선수는 보기 어려워질 거야,
,,,,,,,,,,,,9,A,그렇다고 해도 아마추어 골퍼들에게는 적용되지 않을 거래,
,,,,,,,,,,,,10,B,아마추어 골퍼들은 그래도 기쁠 것 같아,
,,,,,,,,,,,,11,A, 골프 볼 성능 제한은 골프의 본질을 지키기 위한 것 같아,
,,,,,,,,,,,,12,B,R&A와 USGA가 계속 걱정하고 있던 문제라고 하더라,
,,,,,,,,,,,,13,A,비거리 때문에 골프의 본질이 훼손되고 산업 발전에도 도움이 안 될 거라고 말하더라,
,,,,,,,,,,,,14,B,그래서 결국 제한을 두게 된 거겠지,
,,,,,,,,,,,,15,A,맞아 앞으로 프로 골프 대회에서 초장타를 치는 선수는 보기 어려워질 것 같아,
,,,,,,,,,,,,16,B,그래도 골프는 계속해서 발전해나갈 거야,
068438,0081,남자,20,0148,여자,20,,,,스포츠 및 e스포츠,"안산 선수, 양궁",1,A,와 오늘 안산 선수 3관왕 했대 ㅋㅋ,
,,,,,,,,,,,,2,B,ㄹㅇ? 레게노네 ㅠㅠ,레게노
,,,,,,,,,,,,3,A,응 너무 멋있었어 ㅎㅎ,
,,,,,,,,,,,,4,B,안산 선수 심박수도 고요했다던데 ㅋㅋ,
,,,,,,,,,,,,5,A,그래 그래 ㅋㅋ 내 심장도 쿵쾅거렸어,
,,,,,,,,,,,,6,B,안산 선수 3관왕의 숨은 공신이 있다던데,
,,,,,,,,,,,,7,A,응 김제덕 선수의 우렁찬 파이팅 소리야,
,,,,,,,,,,,,8,B,김제덕 선수 레알 대단해 ㅋㅋ,레알
,,,,,,,,,,,,9,A,"ㅇㅇ 맞아 ㅋㅋ 김우진, 오진혁 선수도 총출동했어",
,,,,,,,,,,,,10,B,안 들으면 아쉬울 것 같은 목소리지,
,,,,,,,,,,,,11,A,그래 그래 ㅋㅋ 안산 파이팅!,
,,,,,,,,,,,,12,B,내일 남자 개인전에서 김우진 선수도 금메달 따내면 양궁에 걸린 메달 5개 싹쓸이하게 되겠다,
,,,,,,,,,,,,13,A,그럼 김제덕 선수의 목청이 큰 역할을 해줘야겠다,
,,,,,,,,,,,,14,B,그래 그래 ㅋㅋ,
,,,,,,,,,,,,15,A,안산 선수도 파이팅해야지 ㅋㅋ,
,,,,,,,,,,,,16,B,그래 그래 ㅋㅋ,
231794,0001,남자,20,0141,여자,20,,,,스포츠 및 e스포츠,대구FC,1,A,2022시즌 대구FC 개막전 패배 ㅠㅠ,
,,,,,,,,,,,,2,B,그래도 감독 바뀌었으니까 기대해볼만 해!,
,,,,,,,,,,,,3,A,그래도 아쉬워,
,,,,,,,,,,,,4,B,그래도 이번 시즌 리그 우승 목표라고 하던데,
,,,,,,,,,,,,5,A,가마 감독은 우승을 노린다고 했지,
,,,,,,,,,,,,6,B,선수들이 잘 따라와 준다면 좋은 성적을 거둘 수 있을 거야,
,,,,,,,,,,,,7,A,그렇길 바라지,
,,,,,,,,,,,,8,B,대구는 이번 시즌에 영입한 선수들도 검증된 대어급이라고 하던데,
,,,,,,,,,,,,9,A,"오승훈, 이태희, 홍철 선수들을 영입했다고 하더라",
,,,,,,,,,,,,10,B,기대해보자,
,,,,,,,,,,,,11,A,그래,
,,,,,,,,,,,,12,B,어떤 선수가 가장 기대되는 거야?,
,,,,,,,,,,,,13,A,나는 이태희 선수가 궁금해,
,,,,,,,,,,,,14,B,나는 홍철 선수가 기대돼,
,,,,,,,,,,,,15,A,그럼 우리 양 선수들 응원하자!,
,,,,,,,,,,,,16,B,응! 대구FC !!,
021056,0075,여자,20,0102,남자,20,,,,스포츠 및 e스포츠,"저커버그, 머스크, 격투기 대결",1,A,저커버그와 머스크의 격투기 대결 대박이다!,대박
,,,,,,,,,,,,2,B,응응! 머스크 CEO와 저커버그 CEO가 격투기 대결을 할 준비가 됐대!,
,,,,,,,,,,,,3,A,렬루? 그럼 언제 할 거야?,렬루
,,,,,,,,,,,,4,B,저커버그 CEO가 26일에 한판 붙자고 제안했대!,
,,,,,,,,,,,,5,A,오! 그럼 머스크 CEO도 준비하고 있겠지?,
,,,,,,,,,,,,6,B,머스크 CEO는 훈련에 온종일 매달리고 있다고 했어!,
,,,,,,,,,,,,7,A,저커버그 CEO는 언제나 준비돼 있나봐!,
,,,,,,,,,,,,8,B,그렇게 생각하면서도 머스크 CEO가 응 안 하는다고 하더라고!,
,,,,,,,,,,,,9,A,"둘 다 자금을 확보한 상태라던데, 정말 대결을 할 건지 궁금하다.",
,,,,,,,,,,,,10,B,그래! 머스크 CEO도 예전에 자금 확보됐다고 트윗한 적이 있었잖아.,
,,,,,,,,,,,,11,A,"근데 그게 실현되지 않았고, 머스크 CEO는 벌금도 받았지.",
,,,,,,,,,,,,12,B,그래서 머스크 CEO는 테슬라 관련 슨스 활동도 제한됐다고 들었어.,슨스
,,,,,,,,,,,,13,A,두 CEO는 최근에 서로 시비를 거는 모양새야.,
,,,,,,,,,,,,14,B,짜짜 대결을 할 수 있을까 싶다. 그래도 머스크 CEO가 생중계를 한다고 했어!,짜짜
,,,,,,,,,,,,15,A,저커버그 CEO는 안정적인 플랫폼에서 생중계를 해야 한다고 꼬집었더라.,
,,,,,,,,,,,,16,B,메타가 보유한 '인별그램'과 '페북'이 안정적인 플랫폼이니까 말이지!,인별그램;페북
004868,0041,여자,20,0105,남자,20,0147,여자,20,스포츠 및 e스포츠,2023 성남 세계 태권도 한마당,1,A,애두라 드뎌 성남 세계 태권도 한마당이 열렸다...,드뎌
,,,,,,,,,,,,2,B,왜 드디어야? 그동안은 안 열렸었어?,
,,,,,,,,,,,,3,C,"응응, 코로나 19로 3년간 개최가 안됐거든~",
,,,,,,,,,,,,4,A,맞오ㅜㅜ. 태권도 시작한 김에 난 다녀왔다 ㅎㅎ.,
,,,,,,,,,,,,5,B,오 ㅎㅎ. 그거 개최된 기간이 언제였음?,
,,,,,,,,,,,,6,C,7월 21일부터 24일까지였어~ 나 예전에 다녔던 태권도장 관장님이 SNS에 올리셨더라 ㅎㅎ.,
,,,,,,,,,,,,7,A,22일이 개회식이라 난 22일에 다녀왔징~ 국가원시범단 공연 봤는데 대유잼~~,대유잼
,,,,,,,,,,,,8,B,왕 부럽당...그거 따로 방송된 거 못 보나?,
,,,,,,,,,,,,9,C,유튜브 성남 TV에서 볼 수 있어 ㅋㅋ. 그것도 관장님이 올리셨더라고...,
,,,,,,,,,,,,10,A,ㅎㅎ. 홍보 제대로 하셨네~,
,,,,,,,,,,,,11,B,"아, 중요한 장소를 안 물어봤네 ㅋㅋ. 어디서 했음?",
,,,,,,,,,,,,12,C,당연 성실체에서 했지 ㅎㅎ. 나 거기서 1품 심사 봤었는디.,
,,,,,,,,,,,,13,A,얔ㅋㅋ. 별다줄~ 성남실내체육관에서 했어~,별다줄 
,,,,,,,,,,,,14,B,"아, 뭐얗ㅎㅎ. 난 또 나만 모르는 유행어인 줄~ 근데 외국인들도 참가하는 거야?",
,,,,,,,,,,,,15,C,"그럼그럼, 이름에 '세계'가 있잖어 ㅎㅎ. 60개국 이상 5천여 명이 참가한다구 ㅎㅎ.",
,,,,,,,,,,,,16,A,심지어 나이 제약이 없다는 게 장점임~ 12세 이하 주니어부터 60세 이상 마스터까지 다 참가 가능~,
,,,,,,,,,,,,17,B,"오, 대박 ㅎㅎ. 뭐가 제일 재밌었음?",대박
,,,,,,,,,,,,18,C,난 갠적으로 태권체조 좋아하는디 ㅎㅎ. 신나는 음악에 맞춰서 태권도 하는 게 재밌어 보여 ㅎㅎ.,
,,,,,,,,,,,,19,A,"오, 나도 그거 좋았어!! 그리고 무엇보다 단체전 보는 맛이 있어ㅋㅋ.",
,,,,,,,,,,,,20,B,"헐, 태권체조, 단체전 다 재밌겠다~ 단체전은 어떻게 겨루는 거임?",
,,,,,,,,,,,,21,C,"오, 나도 그거 궁금했어. 토너먼트 방식이지?",
,,,,,,,,,,,,22,A,"응응, 맞어~ 경연 전 팀에서 무작위 전자 추첨에 의해서 단체 3~5명의 선수를 선발하고 겨루는 거야~",
,,,,,,,,,,,,23,B,그럼 다같이 겨루기 하는 거야?,
,,,,,,,,,,,,24,C,"에, 그게 뭐야 ㅋㅋ. 좀 그림이 이상한데?",
,,,,,,,,,,,,25,A,"아, 내가 말한 건 공인 품새 단체전이야 ㅋㅋ.",
,,,,,,,,,,,,26,B,"품새면 1장부터 8장, 고려, 금강 그거 얘기하는 건가?",
,,,,,,,,,,,,27,C,"오, 잘 알고 있는데? 그럼 지정 품새는 언제 정해져?",
,,,,,,,,,,,,28,A,"지정 품새는 경연 시작 전, 무작위 추첨을 통해 정해져 ㅎㅎ.",
238749,0001,남자,20,0147,여자,20,,,,스포츠 및 e스포츠,경정,1,A,올해 경정은 ㅇㄸ?,ㅇㄸ
,,,,,,,,,,,,2,B,작년처럼 코로나 때문에 휴장과 재개장이 계속되고 있어,
,,,,,,,,,,,,3,A,그래도 경정은 몸무게 관리 잘하면 괜찮을 거 같아,
,,,,,,,,,,,,4,B,맞아 경정은 모터 비중이 높으니까 몸무게 관리 중요해,
,,,,,,,,,,,,5,A,그리고 작년에는 스타급 강자들이 계속 강세를 보여줬어,
,,,,,,,,,,,,6,B,재개장 후에도 그들이 경주의 흐름을 주도해 나갈 거 같아,
,,,,,,,,,,,,7,A,킹치만 몇몇 선수들은 재개장 이후에도 주목해 볼 만해,킹치만
,,,,,,,,,,,,8,B,맞아 몇몇 선수들이 인상적인 활약을 펼쳐서 그래,
,,,,,,,,,,,,9,A,화끈한 10기생 김완석이 첫 번째 주목할만한 선수라더라,
,,,,,,,,,,,,10,B,아직 대회 입상 경험은 없지만 꾸준히 성장 중이야,
,,,,,,,,,,,,11,A,2019년에는 34승으로 팬들에게 강한 인상을 남겼어,
,,,,,,,,,,,,12,B,킹치만 시즌 이후에 장기 공백을 맞이했어,킹치만
,,,,,,,,,,,,13,A,그래도 올 시즌에는 여전히 강력한 모습을 보여줬더라,
,,,,,,,,,,,,14,B,레알루다가 레게노다ㅋㅋ 경정은 계속해서 열심히 해나가는구나,레게노;레알
,,,,,,,,,,,,15,A,ㅇㅇ 경정은 힘들어도 포기하지 않는 열정이 있어,ㅇㅇ
,,,,,,,,,,,,16,B,그래서 팬들도 경정을 응원하고 사랑하고 있겠지,
074347,0085,여자,30,0112,남자,30,,,,스포츠 및 e스포츠,GS칼텍스 매경오픈,1,A,오늘 GS칼텍스 매경오픈 어땠어?,
,,,,,,,,,,,,2,B,짜짜 머박이었어! 강경남이 선두로 나왔다니!,머박;짜짜
,,,,,,,,,,,,3,A,강경남은 어떤 선수야?,
,,,,,,,,,,,,4,B,강경남은 한국의 골프 마스터야. 엄청난 실력을 가지고 있어!,
,,,,,,,,,,,,5,A,그럼 다른 선수들은 어땠어?,
,,,,,,,,,,,,6,B,다른 선수들도 엄청 잘하더라. 경쟁이 치열하게 이어지고 있어!,
,,,,,,,,,,,,7,A,그래? 그럼 내일 결승전은 누가 이길까?,
,,,,,,,,,,,,8,B,"아직은 모르겠지만, 강경남이 계속해서 좋은 경기력을 보이면 우승할 수도 있을 것 같아!",
,,,,,,,,,,,,9,A,글쿠나. 나도 강경남을 응원해야겠어!,글쿠나
,,,,,,,,,,,,10,B,응! 우리 강경남 힘!,
,,,,,,,,,,,,11,A,오늘 경기는 어땠어?,
,,,,,,,,,,,,12,B,오늘 경기는 너무 재밌었어! 강경남이 멋진 드라이버샷을 했어!,
,,,,,,,,,,,,13,A,와~ 머박이다!,머박
,,,,,,,,,,,,14,B,그래! 강경남은 렬루 머단해!,렬루;머단하다
,,,,,,,,,,,,15,A,나도 한 번 골프를 해봐야겠어.,
,,,,,,,,,,,,16,B,그래! 골프는 렬루 재미있어!,렬루
068310,0081,남자,20,0143,여자,20,,,,스포츠 및 e스포츠,도핑,1,A,도핑은 렬루 나쁜 거야?,렬루
,,,,,,,,,,,,2,B,그래! 도핑은 공정하지 않아!,
,,,,,,,,,,,,3,A,모든 선수들이 노력해서 성과를 얻어야지,
,,,,,,,,,,,,4,B,맞아! 도핑을 하면 공정한 경기가 불가능해져,
,,,,,,,,,,,,5,A,김연아도 도핑에 대해 발언했던 것 같아,
,,,,,,,,,,,,6,B,레알? 그럼 뭐라고 했어?,레알
,,,,,,,,,,,,7,A,도핑 규정을 위반한 선수는 경기에 출전할 수 없다고 했어,
,,,,,,,,,,,,8,B,그래야 공정한 경기가 가능하겠지,
,,,,,,,,,,,,9,A,도핑을 하면 다른 선수들의 노력과 꿈을 훼손하는 거야,
,,,,,,,,,,,,10,B,맞아! 모든 선수들의 노력과 꿈은 소중하게 여겨져야 해,
,,,,,,,,,,,,11,A,도핑을 하면 어떤 형태로 처벌을 받을까?,
,,,,,,,,,,,,12,B,"도핑을 한 선수는 경기에 출전할 수 없고, 징계를 받을 수도 있어",
,,,,,,,,,,,,13,A,그럼 도핑을 한 선수는 다음에 경기에 출전할 수 있을까?,
,,,,,,,,,,,,14,B,"일정 기간 동안은 출전할 수 없고, 그 후에도 신뢰를 얻기 어려울 거야",
,,,,,,,,,,,,15,A,도핑을 안 하는 게가장 중요한 거야,
,,,,,,,,,,,,16,B,맞아! 도핑 없는 공정한 경기를 위해 노력해야 해,
068432,0081,남자,20,0146,여자,20,,,,스포츠 및 e스포츠,도쿄올림픽,1,A,도쿄올림픽에서 미국이 동메달을 획득했어,
,,,,,,,,,,,,2,B,와 ㄹㅇ? 어떤 종목에서 획득했어?,
,,,,,,,,,,,,3,A,4x400m 혼성계주에서 획득했어,
,,,,,,,,,,,,4,B,그래? 그 종목은 첨 들어보는데 재밌었을까?,
,,,,,,,,,,,,5,A,재밌었어! 근데 배턴터치 문제로 실격 판정을 받았던 팀들도 결승에 나갔어,
,,,,,,,,,,,,6,B,실격 판정을 받았는데도 결승에 나가서 메달을 딴 팀들이 있었단 말이야?,
,,,,,,,,,,,,7,A,그래! 주최측의 탓이라며 결승에 진출시켰대,
,,,,,,,,,,,,8,B,주최측의 대회 진행에 대한 비판이 제기되었겠다,
,,,,,,,,,,,,9,A,맞아! 대회 진행이 미숙했나봐,
,,,,,,,,,,,,10,B,그럼 동메달을 딴 팀들도 만족스러웠을 것 같아,
,,,,,,,,,,,,11,A,그럴 것 같아! 메달을 딴 순간은 레알루다가 뿌듯하겠지,레알
,,,,,,,,,,,,12,B,맞아! 근데 도쿄올림픽에서 어떤 종목이 인기가 많았어?,
,,,,,,,,,,,,13,A,음..여러 종목이 인기가 많았는데 특히 스케이트보드가 인기였어,
,,,,,,,,,,,,14,B,스케이트보드? 근데 스케이트보드는 올림픽 종목이 아니었던 걸로 알고 있는데,
,,,,,,,,,,,,15,A,맞아! 이번 도쿄올림픽에서 첨 채택된 종목이었어,
,,,,,,,,,,,,16,B,신기하네! 도쿄올림픽에서 새로운 종목이 채택되는 건 짜짜 흥미로워,짜짜
160076,0007,여자,30,0118,남자,30,0152,여자,30,스포츠 및 e스포츠,손흥민,1,A,손흥민 레알 대박이다 ㅋㅋ,대박;레알
,,,,,,,,,,,,2,B,응응! 손흥민 렬루 멋지다 ㅎㅎ,렬루
,,,,,,,,,,,,3,C,손흥민은 토트넘의 자랑이야!,
,,,,,,,,,,,,4,A,맞아! 손흥민은 최고야,
,,,,,,,,,,,,5,B,손흥민이 골을 너무 멋지게 넣었어,
,,,,,,,,,,,,6,C,손흥민은 왼발로도 잘 차는구나,
,,,,,,,,,,,,7,A,손흥민은 팀을 승리로 이끌었어,
,,,,,,,,,,,,8,B,손흥민은 레스터시티의 저항을 끝냈어,
